route,language,page_family,efr_score,locale_percentile,family_percentile,measured_weight,unmeasured_dimensions,status,word_count,dim_formulaicPhraseDensity,dim_formulaicSyntax,dim_genericIntroductions,dim_promotionalVagueness,dim_specificityDeficit,dim_crossPageSameness,dim_structuralTemplate,dim_punctuationFingerprint,dim_rhythmRepetition,forbidden_count,discouraged_count,density_limited_count,search_protected_count,emdash_count,negative_parallelism,triads,rhetorical_questions,distinct_specific_facts,sentences,closest_page,closest_jaccard,structure_shared_with,top_recurring_patterns,ranking_sensitivity,sensitivity_evidence,likely_upstream_source,recommended_action,confidence
/fr/library/symboles-coquette/,fr,library,1.5,3.2,7.1,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,513,n/a,0,n/a,n/a,0,0,0.36,0,0.74,6,0,0,12,6,,0,0,7,17,,,1,EFR-F-001x6,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-cottagecore/,fr,library,8.1,47.5,41.1,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,439,n/a,0,n/a,n/a,4.31,0,0.71,0,0.83,5,0,0,6,5,,0,0,2,15,,,2,EFR-F-001x5,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-croix/,fr,library,40.3,98.6,94.6,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,327,n/a,0,n/a,n/a,19.49,0,0.36,8,1.14,6,0,0,10,6,,0,0,0,11,,,1,EFR-F-001x6,unknown,no performance overlay supplied,,conservative page edit,medium
/fr/library/symboles-discord/,fr,library,11.8,60.6,44.6,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,818,n/a,0,n/a,n/a,7.27,0,0,0.81,0.42,14,0,0,45,14,,0,0,3,30,,,0,EFR-F-001x14,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-dreamcore-weirdcore/,fr,library,2.5,9.5,21.4,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,508,n/a,0,n/a,n/a,0,0,0.71,0.32,0.78,8,0,0,8,8,,0,0,5,16,,,2,EFR-F-001x8,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-echecs/,fr,library,32.5,95.9,89.3,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,288,n/a,0,n/a,n/a,19.49,0,1.43,0,2.5,3,0,0,10,3,,0,0,0,10,,,4,EFR-F-001x3,unknown,no performance overlay supplied,,conservative page edit,medium
/fr/library/symboles-etoiles/,fr,library,1.8,5,10.7,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,815,n/a,0,n/a,n/a,0,0,0.36,0,0.97,4,0,0,22,4,,0,0,7,34,,,1,EFR-F-001x4,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-facebook/,fr,library,7.1,41.6,37.5,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,857,n/a,0,n/a,n/a,3.94,0,0,0.12,1.09,13,0,0,32,13,,0,0,4,23,,,0,EFR-F-001x13,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-fairycore/,fr,library,1.9,5.4,12.5,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,411,n/a,0,n/a,n/a,0,0,0.36,0,1.04,4,0,0,8,4,,0,0,6,12,,,1,EFR-F-001x4,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-fleches/,fr,library,0.8,1.8,5.4,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,813,n/a,0,n/a,n/a,0,0,0,0,0.55,5,0,0,17,5,,0,0,10,35,,,0,EFR-F-001x5,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-fleurs/,fr,library,2,6.8,14.3,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,757,n/a,0,n/a,n/a,0,0,0.36,0,1.07,5,0,0,23,5,,0,0,7,28,,,1,EFR-F-001x5,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-fortnite/,fr,library,3.6,14,23.2,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,401,n/a,0,n/a,n/a,0,0,1.43,0.04,1.14,6,0,0,17,6,,0,0,3,11,,,4,EFR-F-001x6,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-goth-grunge/,fr,library,3.7,14.9,25,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,371,n/a,0,n/a,n/a,0,0,0,1.44,1.25,7,0,0,9,7,,0,0,9,10,,,0,EFR-F-001x7,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-islamiques/,fr,library,30.5,94.6,83.9,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,358,n/a,0,n/a,n/a,19.49,0,1.43,0,1.04,2,0,0,12,2,,0,0,0,12,,,4,EFR-F-001x2,unknown,no performance overlay supplied,,editorial review,low
/fr/library/symboles-kawaii-cute/,fr,library,2.2,8.1,17.9,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,427,n/a,0,n/a,n/a,0,0,0.71,0,0.89,3,0,0,10,3,,0,0,5,14,,,2,EFR-F-001x3,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-linkedin/,fr,library,21.5,81,71.4,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,761,n/a,0,n/a,n/a,15.11,0,0,0,0.34,6,0,0,16,6,,0,0,1,37,,,0,EFR-F-001x6,unknown,no performance overlay supplied,,monitor,low
/fr/library/symboles-mathematiques/,fr,library,17.5,73.8,66.1,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,1072,n/a,1.6,n/a,n/a,10.17,0,0,0,0.83,14,0,0,15,14,,0,1,3,30,,,0,EFR-F-001x14,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-monetaires/,fr,library,2.1,7.2,16.1,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,611,n/a,0,n/a,n/a,0,0,0,0,1.48,5,0,0,14,5,,0,0,6,29,,,0,EFR-F-001x5,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-musicaux/,fr,library,28.5,91,78.6,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,301,n/a,0,n/a,n/a,19.49,0,0,0,1.04,2,0,0,8,2,,0,0,0,12,,,0,EFR-F-001x2,unknown,no performance overlay supplied,,editorial review,low
/fr/library/symboles-puces/,fr,library,0.6,0,0,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,773,n/a,0,n/a,n/a,0,0,0,0,0.45,6,0,0,20,6,,0,0,9,28,,,0,EFR-F-001x6,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-religieux/,fr,library,29,91.4,80.4,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,313,n/a,0,n/a,n/a,19.49,0,0.36,0,1.04,1,0,0,7,1,,0,0,0,12,,,1,EFR-F-001x1,unknown,no performance overlay supplied,,editorial review,low
/fr/library/symboles-roblox/,fr,library,20.3,77.8,69.6,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,1793,n/a,2.95,n/a,n/a,10.2,0,0,0.68,0.81,30,0,0,79,30,,0,4,5,65,,,0,EFR-F-001x30,unknown,no performance overlay supplied,,monitor,low
/fr/library/symboles-therian/,fr,library,2.4,8.6,19.6,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,509,n/a,0,n/a,n/a,0,0,0.36,0.31,1.08,8,0,0,8,8,,0,0,5,14,,,1,EFR-F-001x8,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-witchy-occult/,fr,library,5.2,27.1,33.9,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,499,n/a,2.67,n/a,n/a,0,0,0.36,0,0.69,6,0,0,10,6,,0,1,4,18,,,1,EFR-F-001x6,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles-y2k/,fr,library,4.5,22.2,30.4,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,784,n/a,0,n/a,n/a,0,0,0,2,1.21,16,0,0,19,16,,0,0,5,31,,,0,EFR-F-001x16,unknown,no performance overlay supplied,,no action,medium
/fr/library/symboles/,fr,library,10.5,57,42.9,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,866,n/a,2.34,n/a,n/a,0,0,0,4.62,0.61,24,0,0,29,24,,0,2,8,41,,,0,EFR-F-001x24,unknown,no performance overlay supplied,,no action,medium
/fr/library/table-ascii/,fr,library,15.7,68.8,51.8,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,356,n/a,0,n/a,n/a,0.77,0,1.43,8,1.14,5,0,0,7,5,,0,0,2,11,,,4,EFR-F-001x5,unknown,no performance overlay supplied,,no action,medium
/fr/library/text-art/,fr,library,16.8,71.5,60.7,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,338,n/a,0,n/a,n/a,0,0,2.5,8,1.62,9,0,0,11,9,,0,0,5,10,,,7,EFR-F-001x9,unknown,no performance overlay supplied,,no action,medium
/fr/majuscules-et-minuscules/,fr,other,25.6,86,86.7,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,437,n/a,0,n/a,n/a,17.22,0,0,0.24,0.96,9,0,0,1,9,,0,0,0,13,,,0,EFR-F-001x9,unknown,no performance overlay supplied,,monitor,low
/fr/petite-ecriture/,fr,other,2.4,8.6,3.3,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,739,n/a,0,n/a,n/a,0,0,0,0.9,0.85,17,0,0,23,17,,0,0,6,34,,,0,EFR-F-001x17,unknown,no performance overlay supplied,,no action,medium
/fr/police-d-ecriture/,fr,other,3,11.8,13.3,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,1327,n/a,0.84,n/a,n/a,0,0,0,0,1.32,18,0,0,28,18,,0,1,8,57,,,0,EFR-F-001x18,unknown,no performance overlay supplied,,no action,medium
/fr/police-discord/,fr,other,11.9,61.1,60,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,1279,n/a,0.89,n/a,n/a,6.8,0,0,0,0.89,23,0,0,73,23,,0,1,4,54,,,0,EFR-F-001x23,unknown,no performance overlay supplied,,no action,medium
/fr/police-instagram/,fr,other,16.9,71.9,70,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,977,n/a,1.04,n/a,n/a,10.4,0,0,0.21,0.54,20,0,0,29,20,,1,1,2,46,,,0,EFR-F-001x20,unknown,no performance overlay supplied,,no action,medium
/fr/police-linkedin/,fr,other,12.6,62.9,66.7,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,1153,n/a,0,n/a,n/a,8.55,0,0,0.07,0.47,23,0,0,45,23,,1,0,3,53,,,0,EFR-F-001x23,unknown,no performance overlay supplied,,no action,medium
/fr/police-snapchat/,fr,other,9.8,54.8,56.7,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,4314,n/a,0.42,n/a,n/a,6.41,0,0,0,0.22,74,0,0,202,74,,4,2,14,229,,,0,EFR-F-001x74,unknown,no performance overlay supplied,,no action,medium
/fr/police-tiktok/,fr,other,18.3,75.1,76.7,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,1036,n/a,1.92,n/a,n/a,10.79,0,0,0,0.5,20,0,0,49,20,,0,2,2,50,,,0,EFR-F-001x20,unknown,no performance overlay supplied,,monitor,low
/fr/pseudo-style/,fr,other,7.5,43.4,40,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,1189,n/a,0,n/a,n/a,0,0,0,4.46,0.96,43,0,0,31,43,,0,0,9,53,,,0,EFR-F-001x43,unknown,no performance overlay supplied,,no action,medium
/fr/symbol/barre-verticale/,fr,symbol,5.6,29.4,26.4,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,573,n/a,0,n/a,n/a,0,0,2.36,0.89,0.78,10,0,0,0,10,,0,0,13,16,,,13,EFR-F-001x10,unknown,no performance overlay supplied,template shared with 13 same-locale symbol pages,no action,medium
/fr/symbol/caractere-invisible/,fr,symbol,6.2,34.8,35.5,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,557,n/a,0,n/a,n/a,0,0,2.36,0.43,1.67,9,0,0,8,9,,0,0,12,15,,,13,EFR-F-001x9,unknown,no performance overlay supplied,template shared with 13 same-locale symbol pages,no action,medium
/fr/symbol/couleurs-des-coeurs-snapchat/,fr,symbol,34.4,97.3,98.2,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,424,n/a,0,n/a,n/a,17.64,0,4.18,1.4,1.56,8,0,0,21,8,,0,0,1,8,,,23,EFR-F-001x8,unknown,no performance overlay supplied,template shared with 23 same-locale symbol pages,fix shared template,high
/fr/symbol/croissant-et-etoile/,fr,symbol,21,79.2,81.8,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,586,n/a,0,n/a,n/a,6.34,0,4.18,0.15,4.46,9,0,0,5,9,,0,0,8,14,,,23,EFR-F-001x9,unknown,no performance overlay supplied,template shared with 23 same-locale symbol pages,monitor,low
/fr/symbol/croix-orthodoxe/,fr,symbol,4.2,19.5,12.7,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,648,n/a,0,n/a,n/a,0,0,1.82,0,1.19,9,0,0,0,9,,0,0,13,21,,,10,EFR-F-001x9,unknown,no performance overlay supplied,template shared with 10 same-locale symbol pages,no action,medium
/fr/symbol/emoji-calendrier/,fr,symbol,34.8,97.7,99.1,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,321,n/a,0,n/a,n/a,16.88,0,4.18,2.45,1.56,7,0,0,10,7,,2,0,1,8,,,23,EFR-F-001x7,unknown,no performance overlay supplied,template shared with 23 same-locale symbol pages,fix shared template,high
/fr/symbol/emoji-cornichon/,fr,symbol,29.5,93.2,95.5,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,494,n/a,0,n/a,n/a,13.92,0,4.18,1.89,1.25,10,0,0,8,10,,0,0,3,10,,,23,EFR-F-001x10,unknown,no performance overlay supplied,template shared with 23 same-locale symbol pages,editorial review,low
/fr/symbol/emoji-lunettes-de-soleil/,fr,symbol,24.8,84.2,88.2,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,339,n/a,0,n/a,n/a,11.15,0,4.18,0.98,1.56,6,0,0,17,6,,0,0,3,8,,,23,EFR-F-001x6,unknown,no performance overlay supplied,template shared with 23 same-locale symbol pages,monitor,low
/fr/symbol/emoji-meteore/,fr,symbol,25.4,85.1,90,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,461,n/a,0,n/a,n/a,11.32,0,4.18,1.63,1.14,9,0,0,8,9,,0,0,4,11,,,23,EFR-F-001x9,unknown,no performance overlay supplied,template shared with 23 same-locale symbol pages,monitor,low
/fr/symbol/emoji-microphone/,fr,symbol,32.9,96.4,97.3,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,337,n/a,0,n/a,n/a,11.09,0,4.18,5.25,3.13,10,0,0,7,10,,0,0,3,8,,,23,EFR-F-001x10,unknown,no performance overlay supplied,template shared with 23 same-locale symbol pages,fix shared template,high
/fr/symbol/emoji-papillon-monarque/,fr,symbol,25.6,86,90.9,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,536,n/a,0,n/a,n/a,12.53,0,4.18,0.66,1.04,9,0,0,8,9,,0,0,4,12,,,23,EFR-F-001x9,unknown,no performance overlay supplied,template shared with 23 same-locale symbol pages,monitor,low
/fr/symbol/emoji-signe-du-pouce/,fr,symbol,20.4,78.3,80,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,535,n/a,0,n/a,n/a,8.78,0,4.18,0.67,1.04,9,0,0,9,9,,0,0,6,12,,,23,EFR-F-001x9,unknown,no performance overlay supplied,template shared with 23 same-locale symbol pages,monitor,low
/fr/symbol/emoji-visage-distordu/,fr,symbol,22.1,81.4,84.5,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,1263,n/a,1.85,n/a,n/a,11.29,0,0,2.29,0.48,27,0,0,20,27,,2,2,11,52,,,0,EFR-F-001x27,unknown,no performance overlay supplied,,monitor,low
/fr/symbol/emoji-visage-fissure/,fr,symbol,30.1,94.1,96.4,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,585,n/a,0,n/a,n/a,13.16,0,4.18,3.2,1.14,14,0,0,8,14,,0,0,4,11,,,23,EFR-F-001x14,unknown,no performance overlay supplied,template shared with 23 same-locale symbol pages,fix shared template,high
/fr/symbol/emoji-visage-qui-fond/,fr,symbol,20.6,78.7,80.9,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,855,n/a,0,n/a,n/a,12.98,0,0,0.93,0.96,15,0,0,9,15,,1,0,6,26,,,0,EFR-F-001x15,unknown,no performance overlay supplied,,monitor,low
/fr/symbol/etoile-de-david/,fr,symbol,9.7,53.8,60.9,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,1228,n/a,0,n/a,n/a,6.15,0,0.18,0,0.64,14,0,0,1,14,,0,0,17,39,,,1,EFR-F-001x14,unknown,no performance overlay supplied,,no action,medium
/fr/symbol/,fr,symbol,24.4,83.3,86.4,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,1868,n/a,5.65,n/a,n/a,4.47,0,0,3.07,4.41,44,0,0,26,44,,0,2,29,17,,,0,EFR-F-001x44,unknown,no performance overlay supplied,,monitor,low
/fr/symbol/point-interrogation-inverse/,fr,symbol,18.2,74.7,77.3,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,661,n/a,8.89,n/a,n/a,0,0,3.27,0,0.93,8,0,0,0,8,,0,5,15,27,,,18,EFR-F-001x8,unknown,no performance overlay supplied,template shared with 18 same-locale symbol pages,no action,medium
/fr/symbol/symbole-alpha/,fr,symbol,6.4,36.2,37.3,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,863,n/a,0,n/a,n/a,1.45,0,0,2.11,1.04,18,0,0,1,18,,0,0,16,24,,,0,EFR-F-001x18,unknown,no performance overlay supplied,,no action,medium
/fr/symbol/symbole-anarchie/,fr,symbol,7.6,43.9,45.5,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,1089,n/a,0,n/a,n/a,4.38,0,0.36,0,0.76,10,0,0,4,10,,2,0,17,33,,,2,EFR-F-001x10,unknown,no performance overlay supplied,,no action,medium
/fr/symbol/symbole-ankh/,fr,symbol,5.1,26.2,20.9,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,703,n/a,0,n/a,n/a,0.07,0,1.82,0.76,1.04,12,0,0,2,12,,1,0,14,24,,,10,EFR-F-001x12,unknown,no performance overlay supplied,template shared with 10 same-locale symbol pages,no action,medium
/fr/symbol/symbole-arobase/,fr,symbol,5.8,30.8,29.1,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,556,n/a,0,n/a,n/a,0,0,3.27,0,0.89,5,0,0,6,5,,0,0,13,14,,,18,EFR-F-001x5,unknown,no performance overlay supplied,template shared with 18 same-locale symbol pages,no action,medium
/fr/symbol/symbole-asterisque/,fr,symbol,10.4,56.6,64.5,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,551,n/a,0,n/a,n/a,0,0,4.18,2.44,0.89,12,0,0,4,12,,0,0,12,14,,,23,EFR-F-001x12,unknown,no performance overlay supplied,template shared with 23 same-locale symbol pages,no action,medium
/fr/symbol/symbole-autisme/,fr,symbol,6.5,38.5,40.9,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,856,n/a,0,n/a,n/a,0,0,1.82,1.17,1.7,11,0,0,2,11,,0,0,18,22,,,10,EFR-F-001x11,unknown,no performance overlay supplied,template shared with 10 same-locale symbol pages,no action,medium
/fr/symbol/symbole-balance/,fr,symbol,13.3,63.8,70.9,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,741,n/a,0,n/a,n/a,6.5,0,1.64,0,1.44,6,0,0,3,6,,0,0,10,26,,,9,EFR-F-001x6,unknown,no performance overlay supplied,,no action,medium
/fr/symbol/symbole-belier/,fr,symbol,10.6,57.5,65.5,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,741,n/a,0,n/a,n/a,5.15,0,1.64,0,0.83,9,0,0,3,9,,0,0,11,30,,,9,EFR-F-001x9,unknown,no performance overlay supplied,,no action,medium
/fr/symbol/symbole-bitcoin/,fr,symbol,3.9,15.8,9.1,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,744,n/a,0,n/a,n/a,0,0,1.82,0,0.96,9,0,0,7,9,,0,0,16,26,,,10,EFR-F-001x9,unknown,no performance overlay supplied,template shared with 10 same-locale symbol pages,no action,medium
/fr/symbol/symbole-cancer/,fr,symbol,8.8,49.8,53.6,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,774,n/a,0,n/a,n/a,4.49,0,0.36,0.2,1.29,12,0,0,2,12,,0,0,12,29,,,2,EFR-F-001x12,unknown,no performance overlay supplied,,no action,medium
/fr/symbol/symbole-capricorne/,fr,symbol,7.6,43.9,45.5,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,713,n/a,0,n/a,n/a,3.16,0,1.64,0.17,0.48,11,0,0,3,11,,1,0,12,26,,,9,EFR-F-001x11,unknown,no performance overlay supplied,,no action,medium
/fr/symbol/symbole-carre-cube/,fr,symbol,2.9,11.3,5.5,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,774,n/a,0,n/a,n/a,0,0,0.18,0,1.87,11,0,0,12,11,,0,0,21,20,,,1,EFR-F-001x11,unknown,no performance overlay supplied,,no action,medium
/fr/symbol/symbole-celsius/,fr,symbol,5.8,30.8,29.1,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,585,n/a,0,n/a,n/a,0,0,3.27,0.16,0.74,9,0,0,7,9,,0,0,21,17,,,18,EFR-F-001x9,unknown,no performance overlay supplied,template shared with 18 same-locale symbol pages,no action,medium
/fr/symbol/symbole-cent/,fr,symbol,10,55.7,62.7,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,663,n/a,0,n/a,n/a,6.42,0,0.18,0,0.6,9,0,0,6,9,,0,0,9,21,,,1,EFR-F-001x9,unknown,no performance overlay supplied,,no action,medium
/fr/symbol/symbole-chi/,fr,symbol,18.5,76,78.2,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,650,n/a,0,n/a,n/a,10.76,0,0,1.25,1.32,12,0,0,3,12,,1,0,6,19,,,0,EFR-F-001x12,unknown,no performance overlay supplied,,monitor,low
/fr/symbol/symbole-coche/,fr,symbol,0.9,2.3,0,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,600,n/a,0,n/a,n/a,0,0,0,0,0.66,8,0,0,1,8,,0,0,25,19,,,0,EFR-F-001x8,unknown,no performance overlay supplied,,no action,medium
/fr/symbol/symbole-coeur/,fr,symbol,3.9,15.8,9.1,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,840,n/a,0,n/a,n/a,0,0,0,1.46,1.34,16,0,0,9,16,,0,0,17,28,,,0,EFR-F-001x16,unknown,no performance overlay supplied,,no action,medium
/fr/symbol/symbole-colere/,fr,symbol,11.5,58.8,68.2,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,681,n/a,0,n/a,n/a,3.84,0,3.27,0,1.19,9,0,0,4,9,,0,0,11,21,,,18,EFR-F-001x9,unknown,no performance overlay supplied,template shared with 18 same-locale symbol pages,no action,medium
/fr/symbol/symbole-congruent/,fr,symbol,6.1,33.9,33.6,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,555,n/a,0,n/a,n/a,0,0,3.27,0,1.14,8,0,0,5,8,,0,0,16,22,,,18,EFR-F-001x8,unknown,no performance overlay supplied,template shared with 18 same-locale symbol pages,no action,medium
/fr/symbol/symbole-copyright/,fr,symbol,4.3,20.4,14.5,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,505,n/a,0,n/a,n/a,0,0,2.36,0,0.74,3,0,0,1,3,,0,0,15,17,,,13,EFR-F-001x3,unknown,no performance overlay supplied,template shared with 13 same-locale symbol pages,no action,medium
/fr/symbol/symbole-croix/,fr,symbol,3.1,12.7,7.3,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,752,n/a,0,n/a,n/a,0,0,0.18,0,2.08,10,0,0,5,10,,0,0,21,24,,,1,EFR-F-001x10,unknown,no performance overlay supplied,,no action,medium
/fr/symbol/symbole-danger-biologique/,fr,symbol,6.4,36.2,37.3,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,875,n/a,0,n/a,n/a,1.7,0,1.82,0,1.09,8,0,0,2,8,,1,0,16,23,,,10,EFR-F-001x8,unknown,no performance overlay supplied,template shared with 10 same-locale symbol pages,no action,medium
/fr/symbol/symbole-degre/,fr,symbol,1.9,5.4,2.7,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,627,n/a,0,n/a,n/a,0,0,0.18,0.36,0.83,10,0,0,4,10,,0,0,17,15,,,1,EFR-F-001x10,unknown,no performance overlay supplied,,no action,medium
/fr/symbol/symbole-delta/,fr,symbol,5.2,27.1,22.7,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,738,n/a,0,n/a,n/a,0,0,1.82,1.36,0.57,11,0,0,0,11,,0,0,15,22,,,10,EFR-F-001x11,unknown,no performance overlay supplied,template shared with 10 same-locale symbol pages,no action,medium
/fr/symbol/symbole-diametre/,fr,symbol,6.4,36.2,37.3,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,556,n/a,0,n/a,n/a,0,0,3.27,0,1.32,7,0,0,2,7,,0,0,16,19,,,18,EFR-F-001x7,unknown,no performance overlay supplied,template shared with 18 same-locale symbol pages,no action,medium
/fr/symbol/symbole-different/,fr,symbol,2.1,7.2,3.6,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,708,n/a,0,n/a,n/a,0,0,0.18,0.71,0.63,12,0,0,1,12,,0,0,17,20,,,1,EFR-F-001x12,unknown,no performance overlay supplied,,no action,medium
/fr/symbol/symbole-dirham/,fr,symbol,21.2,80.5,83.6,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,638,n/a,0,n/a,n/a,12.16,0,0.55,0.26,2.27,10,0,0,16,10,,0,0,5,11,,,3,EFR-F-001x10,unknown,no performance overlay supplied,,monitor,low
/fr/symbol/symbole-division/,fr,symbol,5.6,29.4,26.4,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,597,n/a,0,n/a,n/a,0,0,3.27,0,0.78,6,0,0,1,6,,0,0,16,16,,,18,EFR-F-001x6,unknown,no performance overlay supplied,template shared with 18 same-locale symbol pages,no action,medium
/fr/symbol/symbole-dollar/,fr,symbol,5.1,26.2,20.9,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,1481,n/a,0,n/a,n/a,3.11,0,0,0,0.58,22,0,0,5,22,,0,0,25,43,,,0,EFR-F-001x22,unknown,no performance overlay supplied,,no action,medium
/fr/symbol/symbole-esperluette/,fr,symbol,5.6,29.4,26.4,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,525,n/a,0,n/a,n/a,0,0,2.36,0,1.67,6,0,0,10,6,,0,0,12,15,,,13,EFR-F-001x6,unknown,no performance overlay supplied,template shared with 13 same-locale symbol pages,no action,medium
/fr/symbol/symbole-etoile/,fr,symbol,9,52,57.3,72,formulaicPhraseDensity genericIntroductions promotionalVagueness,scored,545,n/a,0,n/a,n/a,0,0,3.27,1.83,1.39,6,0,0,1,6,,0,0,16,18,,,18,EFR-F-001x6,unknown,no performance overlay supplied,template shared with 18 same-locale symbol pages,no action,medium
