repo_path,r2_key,public_url,size_bytes,category,status,error
assets/pinterest/library-croatia-emoji-combos--v3.png,pinterest/variants/library-croatia-emoji-combos--v3.png,https://media.ultratextgen.com/pinterest/variants/library-croatia-emoji-combos--v3.png,226925,variants,skipped-identical,
assets/pinterest/library-croatia-emoji-combos--v4.png,pinterest/variants/library-croatia-emoji-combos--v4.png,https://media.ultratextgen.com/pinterest/variants/library-croatia-emoji-combos--v4.png,216561,variants,skipped-identical,
assets/pinterest/library-croatia-emoji-combos--v5.png,pinterest/variants/library-croatia-emoji-combos--v5.png,https://media.ultratextgen.com/pinterest/variants/library-croatia-emoji-combos--v5.png,225109,variants,skipped-identical,
assets/pinterest/library-croatia-emoji-combos--v6.png,pinterest/variants/library-croatia-emoji-combos--v6.png,https://media.ultratextgen.com/pinterest/variants/library-croatia-emoji-combos--v6.png,219144,variants,skipped-identical,
assets/pinterest/library-croatia-emoji-combos--v7.png,pinterest/variants/library-croatia-emoji-combos--v7.png,https://media.ultratextgen.com/pinterest/variants/library-croatia-emoji-combos--v7.png,216984,variants,skipped-identical,
assets/pinterest/library-croatia-emoji-combos--v8.png,pinterest/variants/library-croatia-emoji-combos--v8.png,https://media.ultratextgen.com/pinterest/variants/library-croatia-emoji-combos--v8.png,218733,variants,skipped-identical,
assets/pinterest/library-croatia-emoji-combos.png,pinterest/base/library-croatia-emoji-combos.png,https://media.ultratextgen.com/pinterest/base/library-croatia-emoji-combos.png,214787,base,skipped-identical,
assets/pinterest/library-cross-x-symbols--v2.png,pinterest/variants/library-cross-x-symbols--v2.png,https://media.ultratextgen.com/pinterest/variants/library-cross-x-symbols--v2.png,234789,variants,skipped-identical,
assets/pinterest/library-cross-x-symbols--v3.png,pinterest/variants/library-cross-x-symbols--v3.png,https://media.ultratextgen.com/pinterest/variants/library-cross-x-symbols--v3.png,247572,variants,skipped-identical,
assets/pinterest/library-cross-x-symbols--v4.png,pinterest/variants/library-cross-x-symbols--v4.png,https://media.ultratextgen.com/pinterest/variants/library-cross-x-symbols--v4.png,236535,variants,skipped-identical,
assets/pinterest/library-cross-x-symbols--v5.png,pinterest/variants/library-cross-x-symbols--v5.png,https://media.ultratextgen.com/pinterest/variants/library-cross-x-symbols--v5.png,244675,variants,skipped-identical,
assets/pinterest/library-cross-x-symbols--v6.png,pinterest/variants/library-cross-x-symbols--v6.png,https://media.ultratextgen.com/pinterest/variants/library-cross-x-symbols--v6.png,238175,variants,skipped-identical,
assets/pinterest/library-cross-x-symbols--v7.png,pinterest/variants/library-cross-x-symbols--v7.png,https://media.ultratextgen.com/pinterest/variants/library-cross-x-symbols--v7.png,236659,variants,skipped-identical,
assets/pinterest/library-cross-x-symbols.png,pinterest/base/library-cross-x-symbols.png,https://media.ultratextgen.com/pinterest/base/library-cross-x-symbols.png,234103,base,skipped-identical,
assets/pinterest/library-crown-emoji--v2.png,pinterest/variants/library-crown-emoji--v2.png,https://media.ultratextgen.com/pinterest/variants/library-crown-emoji--v2.png,212488,variants,skipped-identical,
assets/pinterest/library-crown-emoji--v3.png,pinterest/variants/library-crown-emoji--v3.png,https://media.ultratextgen.com/pinterest/variants/library-crown-emoji--v3.png,229435,variants,skipped-identical,
assets/pinterest/library-crown-emoji--v4.png,pinterest/variants/library-crown-emoji--v4.png,https://media.ultratextgen.com/pinterest/variants/library-crown-emoji--v4.png,216622,variants,skipped-identical,
assets/pinterest/library-crown-emoji--v5.png,pinterest/variants/library-crown-emoji--v5.png,https://media.ultratextgen.com/pinterest/variants/library-crown-emoji--v5.png,227310,variants,skipped-identical,
assets/pinterest/library-crown-emoji--v6.png,pinterest/variants/library-crown-emoji--v6.png,https://media.ultratextgen.com/pinterest/variants/library-crown-emoji--v6.png,218810,variants,skipped-identical,
assets/pinterest/library-crown-emoji--v7.png,pinterest/variants/library-crown-emoji--v7.png,https://media.ultratextgen.com/pinterest/variants/library-crown-emoji--v7.png,214018,variants,skipped-identical,
assets/pinterest/library-crown-emoji--v8.png,pinterest/variants/library-crown-emoji--v8.png,https://media.ultratextgen.com/pinterest/variants/library-crown-emoji--v8.png,215963,variants,skipped-identical,
assets/pinterest/library-crown-emoji.png,pinterest/base/library-crown-emoji.png,https://media.ultratextgen.com/pinterest/base/library-crown-emoji.png,224702,base,skipped-identical,
assets/pinterest/library-crown-royalty-symbols--v2.png,pinterest/variants/library-crown-royalty-symbols--v2.png,https://media.ultratextgen.com/pinterest/variants/library-crown-royalty-symbols--v2.png,253302,variants,skipped-identical,
assets/pinterest/library-crown-royalty-symbols--v3.png,pinterest/variants/library-crown-royalty-symbols--v3.png,https://media.ultratextgen.com/pinterest/variants/library-crown-royalty-symbols--v3.png,260132,variants,skipped-identical,
assets/pinterest/library-crown-royalty-symbols--v4.png,pinterest/variants/library-crown-royalty-symbols--v4.png,https://media.ultratextgen.com/pinterest/variants/library-crown-royalty-symbols--v4.png,256535,variants,skipped-identical,
assets/pinterest/library-crown-royalty-symbols--v5.png,pinterest/variants/library-crown-royalty-symbols--v5.png,https://media.ultratextgen.com/pinterest/variants/library-crown-royalty-symbols--v5.png,264596,variants,skipped-identical,
assets/pinterest/library-crown-royalty-symbols--v6.png,pinterest/variants/library-crown-royalty-symbols--v6.png,https://media.ultratextgen.com/pinterest/variants/library-crown-royalty-symbols--v6.png,256018,variants,skipped-identical,
assets/pinterest/library-crown-royalty-symbols.png,pinterest/base/library-crown-royalty-symbols.png,https://media.ultratextgen.com/pinterest/base/library-crown-royalty-symbols.png,251132,base,skipped-identical,
assets/pinterest/library-crying-emoji--v2.png,pinterest/variants/library-crying-emoji--v2.png,https://media.ultratextgen.com/pinterest/variants/library-crying-emoji--v2.png,204533,variants,skipped-identical,
assets/pinterest/library-crying-emoji--v3.png,pinterest/variants/library-crying-emoji--v3.png,https://media.ultratextgen.com/pinterest/variants/library-crying-emoji--v3.png,221463,variants,skipped-identical,
assets/pinterest/library-crying-emoji--v4.png,pinterest/variants/library-crying-emoji--v4.png,https://media.ultratextgen.com/pinterest/variants/library-crying-emoji--v4.png,208700,variants,skipped-identical,
