archetype,mode,reps,svg_build_s,load_median_s,load_iqr_s,raster_median_s,raster_iqr_s,pdf_median_s,pdf_iqr_s,raster_post_median_s,layout_s,style_s,js_heap_used_mb,dom_nodes,dom_patterns,dom_images,svg_bytes,pdf_bytes
F,HALFTONE_L,7,8.9e-05,0.00607893,0.00288883,0.603506,0.0171251,1.17632,0.064673,0,0,0,2.16844,42,8,0,3831,7463967
F,DITHER_M,7,0.000108269,0.00597322,0.00147169,0.574648,0.0206668,1.93912,0.0813292,0,0,0,2.01678,42,8,8,12014,10148487
F,HIGH_CONTRAST,7,8.5409e-05,0.00347081,0.000507107,0.0788688,0.00840673,0.00786508,0.000898691,0,0,0,2.20229,23,0,0,1984,30032
F,ECO_COLOUR,7,8.2694e-05,0.00358816,0.00035533,0.0830736,0.00195635,0.00801467,0.00204766,0,0,0,2.36402,23,0,0,1984,27529
F,SUPER_ECO_BW,7,8.7243e-05,0.00327657,0.000371876,0.0842364,0.00921886,0.00760832,0.000674102,0,0,0,2.01241,23,0,0,2314,27363
F,INT_BG+TINT_FILL_55,7,0.000113471,0.00355035,0.000617595,0.0788634,0.00494007,0.00849004,0.00116867,0,0,0,2.17145,23,0,0,1984,27529
F,INT_REMOVE_ALL,7,0.000132873,0.00367852,0.000769729,0.0830275,0.00794979,0.00799719,0.000986726,0,0,0,2.329,23,0,0,1984,27516
F,INT_OUTLINE+BW,7,8.0601e-05,0.00367972,0.000357016,0.082775,0.00976122,0.0081728,0.000636802,0,0,0,1.97624,23,0,0,2314,27363
F,INT_GRAY+BG,7,7.8399e-05,0.00360941,0.000876208,0.076629,0.00675542,0.00801089,0.00125668,0,0,0,2.13952,23,0,0,1984,29995
F,INT_OUTLINE+HALFTONE_M,7,0.000101261,0.00341343,0.000374869,0.0839297,0.00890141,0.00791175,0.00124469,0,0,0,2.30195,23,0,0,2314,27635
F,COPY_SAFE_ECO,7,8.9306e-05,0.00374913,0.00036932,0.0749303,0.008514,0.00831082,0.000518535,0,0,0,2.46633,23,0,0,1984,30032
F,COMBINED_REMOVE+TINT_75,7,7.5822e-05,0.00357805,0.000877828,0.0793511,0.00764731,0.00813241,0.000708532,0,0,0,2.10794,23,0,0,1984,31953
F,COMBINED_ECO+STRUCT_75,7,8.4666e-05,0.00369909,0.000304464,0.0771645,0.00162836,0.00761256,0.000691809,0,0,0,2.26624,23,0,0,1984,27529
G,STANDARD,7,0.000100514,0.0036046,0.00087124,0.0772097,0.00700093,0.00590797,0.000575803,0,0,0,2.45898,34,0,0,3767,15790
G,OPACITY_GROUP_90,7,0.000155427,0.00334242,0.0012382,0.0724921,0.00527751,0.00600512,0.000864723,0,0,0,2.04665,34,0,0,3781,16220
G,OPACITY_GROUP_75,7,0.000172323,0.00352974,0.000293037,0.0767509,0.00760759,0.00590224,0.000306384,0,0,0,2.24509,34,0,0,3782,16221
G,OPACITY_GROUP_60,7,0.000111955,0.0038039,0.000651469,0.072399,0.00559115,0.00617115,0.000513585,0,0,0,2.44824,34,0,0,3781,16220
G,OPACITY_GROUP_45,7,0.000209113,0.00321938,0.000163063,0.0770406,0.0070829,0.00568881,0.00055518,0,0,0,2.64514,34,0,0,3782,16221
G,OPACITY_ELEM_60,7,0.000120169,0.00368384,0.000196242,0.0745766,0.00581734,0.00723829,9.1665e-05,0,0,0,2.86728,34,0,0,4187,26911
G,OPACITY_FILL_60,7,0.000118109,0.0034578,0.000245673,0.0717031,0.00416768,0.00580456,0.000375593,0,0,0,2.34228,34,0,0,3767,15790
G,OPACITY_STROKE_60,7,0.000138044,0.00371136,0.00127093,0.0752988,0.00323771,0.00653114,0.000863506,0,0,0,2.55201,34,0,0,4376,15798
G,OPACITY_TEXT_60,7,0.000117999,0.00377331,0.00020372,0.0714511,0.00582411,0.00659607,0.000436587,0,0,0,2.75026,34,0,0,3781,16219
G,TINT_75,7,0.000156251,0.00371066,0.000390386,0.0780152,0.00424325,0.00579188,0.000512016,0,0,0,2.94693,34,0,0,3767,15791
G,TINT_55,7,0.000131982,0.0038759,0.000702529,0.0732335,0.00672015,0.00633002,0.000749959,0,0,0,2.35217,34,0,0,3767,15792
G,TINT_30,7,0.000122111,0.00372179,0.000445299,0.0746401,0.00555497,0.00604405,0.000521728,0,0,0,2.54964,34,0,0,3767,15792
G,TINT_FILL_55,7,0.00014972,0.00314502,0.000482569,0.0751942,0.00801006,0.00583181,0.000566055,0,0,0,2.73977,34,0,0,3767,15790
G,TINT_FILL_30,7,0.000127181,0.00347424,0.000542147,0.0718207,0.00715794,0.00693829,0.00236652,0,0,0,2.92863,34,0,0,3767,15790
G,TINT_FILL_15,7,0.000199011,0.00319504,0.000632643,0.0733944,0.00815094,0.00619226,0.00126682,0,0,0,3.12058,34,0,0,3767,15790
G,GRAYSCALE,7,0.000115037,0.00340326,0.00067744,0.0751638,0.00722072,0.00578781,0.000615406,0,0,0,2.54946,34,0,0,3767,15790
G,BW_THRESHOLD,7,0.000119163,0.00363163,0.000495994,0.0786545,0.0112262,0.00692441,0.00165323,0.23035,0,0,2.73914,34,0,0,3767,15790
G,BW_SEMANTIC,7,0.000123218,0.00365098,0.000940137,0.0708189,0.00788203,0.00603991,0.00040333,0,0,0,2.93672,34,0,0,3767,15786
G,OUTLINE_ONLY,7,0.000107485,0.003519,0.000390061,0.0742649,0.00637462,0.00595641,0.00160072,0,0,0,3.12778,34,0,0,3767,15790
G,OUTLINE_NAIVE,7,0.000120545,0.00339397,0.00050603,0.073243,0.00779082,0.00602644,0.000666916,0,0,0,2.63572,34,0,0,3767,15790
G,BG_REMOVAL,7,0.000126457,0.00312299,0.000849464,0.0751978,0.00991709,0.00602551,0.000624975,0,0,0,2.82544,34,0,0,3767,15790
G,DECOR_REMOVAL,7,0.0001127,0.00299062,0.000142838,0.0676082,0.00822316,0.00603087,0.000854471,0,0,0,3.01556,34,0,0,3767,15790
G,HALFTONE_H,7,0.000120933,0.00335905,0.000579988,0.0728535,0.010012,0.00609942,0.00214256,0,0,0,3.20442,34,0,0,3767,15790
G,HALFTONE_M,7,0.000119207,0.00339807,0.000138279,0.0664396,0.00595214,0.00549305,0.000579797,0,0,0,3.39648,34,0,0,3767,15790
G,HALFTONE_L,7,0.000183377,0.00329286,0.000492052,0.0789873,0.00595748,0.00617735,0.000457915,0,0,0,2.91348,34,0,0,3767,15790
G,DITHER_M,7,0.000109889,0.00403001,0.000747798,0.0744493,0.00754166,0.00610675,0.000483701,0,0,0,3.10316,34,0,0,3767,15790
G,HIGH_CONTRAST,7,0.000150824,0.00349265,0.000274442,0.072131,0.0100051,0.00607365,0.00120877,0,0,0,3.29298,34,0,0,3767,15786
G,ECO_COLOUR,7,0.000100628,0.00309065,0.000648633,0.0722866,0.0134999,0.00562845,0.000963915,0,0,0,3.48403,34,0,0,3767,15790
G,SUPER_ECO_BW,7,0.000106967,0.00369218,0.00105998,0.0735894,0.00821955,0.00613819,0.00109221,0,0,0,2.91861,34,0,0,3767,15786
G,INT_BG+TINT_FILL_55,7,0.000127527,0.00323097,0.000858407,0.0670312,0.0115674,0.00600669,0.00100568,0,0,0,3.10901,34,0,0,3767,15790
G,INT_REMOVE_ALL,7,0.000163002,0.00341186,0.000469487,0.0743953,0.0154056,0.00589232,0.000665329,0,0,0,3.29793,34,0,0,3767,15790
G,INT_OUTLINE+BW,7,0.000108388,0.00303099,0.000195385,0.0668543,0.00978827,0.00604799,0.000843185,0,0,0,3.48679,34,0,0,3767,15786
G,INT_GRAY+BG,7,0.00010481,0.00305384,0.000528079,0.0758958,0.00627375,0.00594794,0.000192256,0,0,0,3.68304,34,0,0,3767,15790
G,INT_OUTLINE+HALFTONE_M,7,0.000110788,0.003076,0.00026941,0.0764788,0.010695,0.00560592,0.000332378,0,0,0,3.00227,34,0,0,3767,15790
G,COPY_SAFE_ECO,7,0.000110851,0.00326656,0.000319553,0.0686218,0.00681974,0.00590145,0.00117769,0,0,0,3.19195,34,0,0,3767,15786
G,COMBINED_REMOVE+TINT_75,7,0.000208217,0.00331008,0.00111512,0.0727159,0.0093399,0.00575806,0.000983133,0,0,0,3.40302,34,0,0,3767,15791
G,COMBINED_ECO+STRUCT_75,7,0.000120366,0.00362697,0.000462639,0.0781094,0.0097681,0.00638144,0.000736721,0,0,0,3.5919,34,0,0,3767,15791
H,STANDARD,7,0.000197058,0.00437438,0.00148375,0.0707891,0.0089346,0.0104591,0.000512379,0,0,0,3.04382,80,0,0,8628,37951
H,OPACITY_GROUP_90,7,0.000220917,0.00543464,0.00139496,0.0745762,0.00674363,0.00936928,0.00188607,0,0,0,2.88259,80,0,0,8642,38384
H,OPACITY_GROUP_75,7,0.000201112,0.00453947,0.00045825,0.0713779,0.0103171,0.00936907,0.000547202,0,0,0,2.7365,80,0,0,8643,38385
H,OPACITY_GROUP_60,7,0.00020188,0.00469728,0.000893144,0.0771871,0.0119593,0.00900905,0.000330297,0,0,0,2.1174,80,0,0,8642,38384
H,OPACITY_GROUP_45,7,0.000251774,0.00420695,0.000302371,0.0776993,0.00831533,0.0090696,0.000657079,0,0,0,1.9466,80,0,0,8643,38385
H,OPACITY_ELEM_60,7,0.000234835,0.00454851,0.000405893,0.0800733,0.0124471,0.0133821,0.00137881,0,0,0,1.84171,80,0,0,9678,69724
H,OPACITY_FILL_60,7,0.00021343,0.00458459,0.000499479,0.0839688,0.0106529,0.0105318,0.00115936,0,0,0,1.8713,80,0,0,8647,38022
H,OPACITY_STROKE_60,7,0.000260516,0.0041897,0.000769948,0.0782245,0.00568811,0.00928424,0.000558061,0,0,0,1.91245,80,0,0,9048,37955
H,OPACITY_TEXT_60,7,0.000220603,0.00435677,0.000326596,0.0744486,0.00831048,0.0109417,0.000953483,0,0,0,1.94682,80,0,0,9384,61760
H,TINT_75,7,0.000355735,0.00410348,0.000449239,0.0728651,0.00362682,0.00898909,0.000836728,0,0,0,1.97337,80,0,0,8628,37953
H,TINT_55,7,0.000198936,0.0047464,0.00136612,0.0827439,0.00429677,0.00995648,0.000843452,0,0,0,1.98556,80,0,0,8628,37953
H,TINT_30,7,0.000361732,0.00411191,0.00058328,0.0732638,0.00497002,0.00922952,0.000276693,0,0,0,2.00952,80,0,0,8628,37953
H,TINT_FILL_55,7,0.000197566,0.00438295,0.000317132,0.0713643,0.00823746,0.00927541,0.000671235,0,0,0,2.03726,80,0,0,8628,37951
H,TINT_FILL_30,7,0.000201899,0.00425592,0.00069491,0.0711388,0.00438331,0.00891649,0.00044884,0,0,0,1.79354,80,0,0,8628,37951
H,TINT_FILL_15,7,0.000196799,0.0043902,0.00141211,0.0719361,0.00557283,0.0100427,0.00199642,0,0,0,1.78008,80,0,0,8628,37951
H,GRAYSCALE,7,0.000214393,0.0044556,0.000397921,0.0797023,0.00778946,0.0104285,0.00140905,0,0,0,1.807,80,0,0,8628,37951
H,BW_THRESHOLD,7,0.000324828,0.00495485,0.00168333,0.0735588,0.00567192,0.00969781,0.000449092,0.265623,0,0,1.83202,80,0,0,8628,37951
H,BW_SEMANTIC,7,0.000281514,0.00515992,0.00115196,0.0795726,0.0130812,0.00859365,0.00112518,0,0,0,1.85834,80,0,0,8664,37952
H,OUTLINE_ONLY,7,0.000192469,0.00408925,0.000252739,0.0795191,0.00579755,0.00936066,0.00178725,0,0,0,1.89274,80,0,0,8661,38069
H,OUTLINE_NAIVE,7,0.000259991,0.00412666,0.000729168,0.0760499,0.00383599,0.00946337,0.000593767,0,0,0,1.91712,80,0,0,8661,38069
H,BG_REMOVAL,7,0.000236655,0.00494511,0.000643144,0.0772899,0.00404214,0.00901031,0.00197065,0,0,0,1.93091,80,0,0,8628,37951
H,DECOR_REMOVAL,7,0.000212022,0.00407324,0.000284954,0.0768764,0.00375653,0.00906129,0.000747944,0,0,0,1.96308,78,0,0,8533,37926
H,HALFTONE_H,7,0.000197778,0.0050826,0.000935842,0.0978868,0.00833111,0.105672,0.0058596,0,0,0,1.98039,83,1,0,8853,498748
H,HALFTONE_M,7,0.000220141,0.00571933,0.0012902,0.0992182,0.00897734,0.104187,0.00561542,0,0,0,2.02646,83,1,0,8853,544841
H,HALFTONE_L,7,0.000270657,0.00495248,0.00055967,0.0933823,0.00759201,0.0890712,0.00126828,0,0,0,1.7814,83,1,0,8853,541994
H,DITHER_M,7,0.000226293,0.00619228,0.000838032,0.0967225,0.00876746,0.114014,0.00317375,0,0,0,1.81638,83,1,1,9876,724254
H,HIGH_CONTRAST,7,0.000215958,0.00436412,0.000305218,0.0726478,0.00761949,0.00966577,0.000983011,0,0,0,1.8459,80,0,0,8628,37950
H,ECO_COLOUR,7,0.000399738,0.00477168,0.000656789,0.0693707,0.00700477,0.0097518,0.000358156,0,0,0,1.8702,78,0,0,8533,37926
H,SUPER_ECO_BW,7,0.000232266,0.00420288,0.00067775,0.0785381,0.00403067,0.00919966,0.00175379,0,0,0,1.87904,78,0,0,8533,37925
H,INT_BG+TINT_FILL_55,7,0.000213147,0.00437389,0.000250199,0.0717291,0.00455395,0.00957851,0.00147166,0,0,0,1.91139,80,0,0,8628,37951
H,INT_REMOVE_ALL,7,0.000227902,0.00411079,0.000357223,0.0845412,0.0163406,0.00941634,0.00223947,0,0,0,1.93024,78,0,0,8533,37926
H,INT_OUTLINE+BW,7,0.000240345,0.00458853,0.000632722,0.0751017,0.00459756,0.0090295,0.00111063,0,0,0,1.92878,80,0,0,8661,38053
H,INT_GRAY+BG,7,0.000205797,0.00493305,0.000750682,0.080185,0.0129792,0.00991942,0.000717505,0,0,0,1.96196,80,0,0,8628,37951
H,INT_OUTLINE+HALFTONE_M,7,0.000197828,0.00522609,0.000744356,0.081906,0.00533571,0.0121461,0.00190258,0,0,0,2.01184,80,0,0,8661,38069
H,COPY_SAFE_ECO,7,0.00020742,0.00651315,0.00230224,0.0750225,0.0118334,0.0138082,0.00108519,0,0,0,1.76887,78,0,0,8533,37925
H,COMBINED_REMOVE+TINT_75,7,0.000208986,0.00549502,0.000809189,0.0839141,0.0054752,0.0100989,0.00230959,0,0,0,1.79161,78,0,0,8533,37927
H,COMBINED_ECO+STRUCT_75,7,0.00025146,0.00462707,0.00160145,0.0795663,0.00644372,0.00993329,0.00278602,0,0,0,1.80461,78,0,0,8533,37927
I,STANDARD,7,0.000207441,0.00485719,0.00159131,0.107217,0.00870766,0.0208129,0.00190475,0,0,0,2.08844,82,0,0,7692,92325
I,OPACITY_GROUP_90,7,0.000244303,0.00427089,0.000298923,0.106071,0.00367491,0.0226503,0.00550267,0,0,0,1.98334,82,0,0,7706,92750
I,OPACITY_GROUP_75,7,0.000210373,0.00496122,0.00262207,0.100857,0.0103842,0.0197706,0.00160013,0,0,0,2.26065,82,0,0,7707,92751
I,OPACITY_GROUP_60,7,0.000215127,0.00450035,0.00169226,0.103561,0.0150079,0.0230635,0.00510202,0,0,0,2.11424,82,0,0,7706,92750
I,OPACITY_GROUP_45,7,0.000376184,0.00483271,0.00199545,0.0989675,0.00816672,0.0217073,0.00469485,0,0,0,2.3924,82,0,0,7707,92751
I,OPACITY_ELEM_60,7,0.000401717,0.00455641,0.00459662,0.106384,0.0144421,0.020821,0.00183781,0,0,0,2.25042,82,0,0,8756,137033
I,OPACITY_FILL_60,7,0.000267012,0.0051951,0.00106543,0.108293,0.00797701,0.0205042,0.0017888,0,0,0,2.55347,82,0,0,8908,92399
I,OPACITY_STROKE_60,7,0.000228797,0.00811473,0.00371897,0.105071,0.00803435,0.0218254,0.00667773,0,0,0,2.42359,82,0,0,9141,92327
I,OPACITY_TEXT_60,7,0.000219193,0.00496825,0.00317211,0.104945,0.00584989,0.0219413,0.00284962,0,0,0,2.70657,82,0,0,7790,95344
I,TINT_75,7,0.000208357,0.0062017,0.00288111,0.106593,0.00382258,0.0216162,0.00145793,0,0,0,2.98915,82,0,0,7692,92334
I,TINT_55,7,0.000246954,0.00671812,0.00160157,0.102634,0.00867139,0.0217675,0.00181056,0,0,0,2.82074,82,0,0,7692,92334
I,TINT_30,7,0.000225931,0.0045331,0.00166066,0.105639,0.0183633,0.021996,0.00164587,0,0,0,3.1005,82,0,0,7692,92332
I,TINT_FILL_55,7,0.000213405,0.00696901,0.00429908,0.0994842,0.00866435,0.0243192,0.00286701,0,0,0,2.91992,82,0,0,7692,92325
I,TINT_FILL_30,7,0.00033427,0.00700919,0.00331798,0.114277,0.00732363,0.0217304,0.00549368,0,0,0,3.20518,82,0,0,7692,92322
I,TINT_FILL_15,7,0.000205575,0.00650065,0.00412787,0.107627,0.00485817,0.0222607,0.00266652,0,0,0,2.921,82,0,0,7692,92289
I,GRAYSCALE,7,0.000237456,0.00587502,0.0030396,0.0991961,0.00719136,0.0224936,0.00172199,0,0,0,3.19939,82,0,0,7692,92222
I,BW_THRESHOLD,7,0.000202385,0.00518897,0.00128923,0.105626,0.0103567,0.0225887,0.00511981,0.253498,0,0,2.87152,82,0,0,7692,92325
I,BW_SEMANTIC,7,0.000222129,0.00511396,0.00153853,0.0976999,0.0114612,0.0221929,0.00213642,0,0,0,3.14856,82,0,0,7692,91928
I,OUTLINE_ONLY,7,0.000328824,0.00634239,0.00326943,0.104762,0.00856466,0.0223542,0.00311435,0,0,0,3.41226,82,0,0,7692,92325
I,OUTLINE_NAIVE,7,0.000218671,0.00459331,0.00218321,0.105443,0.0141984,0.0208826,0.00159197,0,0,0,3.07659,82,0,0,7692,92325
I,BG_REMOVAL,7,0.000359687,0.00505571,0.00289461,0.104614,0.0190936,0.0215657,0.00315445,0,0,0,3.3403,82,0,0,7692,92325
I,DECOR_REMOVAL,7,0.000268046,0.00449882,0.00121896,0.0990747,0.0102304,0.0207206,0.00211841,0,0,0,2.97717,82,0,0,7692,92325
I,HALFTONE_H,7,0.000209829,0.00687263,0.00292019,0.26004,0.0197164,29.9525,0.944817,0,0,0,3.29186,93,5,0,9827,41055948
I,HALFTONE_M,7,0.000229154,0.00596862,0.000186418,0.238018,0.0144605,30.0607,1.32367,0,0,0,3.05837,93,5,0,9827,45204235
I,HALFTONE_L,7,0.000354832,0.00619847,0.000326233,0.220443,0.00795195,26.6013,1.68243,0,0,0,2.84038,93,5,0,9827,44468271
I,DITHER_M,7,0.000254283,0.00842654,0.00199573,0.20141,0.0238515,61.0154,1.43131,0,0,0,2.71604,93,5,5,14541,60505442
I,HIGH_CONTRAST,7,0.000264254,0.00494955,0.000649394,0.0952108,0.00310943,0.0197155,0.000639024,0,0,0,3.00766,82,0,0,7692,92304
I,ECO_COLOUR,7,0.000391192,0.00506961,0.00304842,0.0945117,0.0100492,0.0195086,0.00299405,0,0,0,3.29229,82,0,0,7692,92325
I,SUPER_ECO_BW,7,0.00023693,0.00420591,0.00161347,0.0949796,0.0046411,0.0203176,0.00380652,0,0,0,2.95091,82,0,0,7692,91928
I,INT_BG+TINT_FILL_55,7,0.000309398,0.00451833,0.000668919,0.0948145,0.00901203,0.019603,0.000418616,0,0,0,3.21494,82,0,0,7692,92325
I,INT_REMOVE_ALL,7,0.000220918,0.00434866,0.000555781,0.0985015,0.0113269,0.0192062,0.00251797,0,0,0,2.86394,82,0,0,7692,92325
I,INT_OUTLINE+BW,7,0.000358989,0.00444445,0.000389905,0.0882398,0.00374529,0.0184278,0.00410734,0,0,0,3.12536,82,0,0,7692,91928
I,INT_GRAY+BG,7,0.000209121,0.00438476,0.000988362,0.0935196,0.00758787,0.0203217,0.00332198,0,0,0,2.80246,82,0,0,7692,92222
I,INT_OUTLINE+HALFTONE_M,7,0.000252217,0.00683583,0.00121792,0.240557,0.0115162,29.6095,0.541754,0,0,0,3.09493,93,5,0,9827,45204235
I,COPY_SAFE_ECO,7,0.000246777,0.0048311,0.00083419,0.0913333,0.0087973,0.0212439,0.00463516,0,0,0,2.88967,82,0,0,7692,92304
I,COMBINED_REMOVE+TINT_75,7,0.000207739,0.00407521,0.000664767,0.101663,0.00757216,0.0195713,0.00174715,0,0,0,3.16671,82,0,0,7692,92334
I,COMBINED_ECO+STRUCT_75,7,0.000382748,0.00474792,0.00114144,0.0972942,0.00777116,0.0199932,0.00154484,0,0,0,2.87684,82,0,0,7692,92327
J,STANDARD,7,0.000195166,0.00425691,0.000831716,0.0805525,0.00346724,0.00987287,0.00210505,0,0,0,3.12369,55,0,0,6120,44926
J,OPACITY_GROUP_90,7,0.000203251,0.00425551,0.00011491,0.0787128,0.00961292,0.00989481,0.00112264,0,0,0,2.81788,55,0,0,6134,45356
J,OPACITY_GROUP_75,7,0.000257621,0.00384807,0.000412543,0.0768511,0.00784863,0.0103675,0.000876323,0,0,0,2.55914,55,0,0,6135,45357
J,OPACITY_GROUP_60,7,0.000190067,0.00396529,0.000434734,0.075289,0.00631774,0.00952006,0.000767249,0,0,0,2.80912,55,0,0,6134,45356
J,OPACITY_GROUP_45,7,0.000178411,0.00373066,0.000523765,0.0796148,0.0068066,0.00994459,0.000790241,0,0,0,2.53291,55,0,0,6135,45357
J,OPACITY_ELEM_60,7,0.00019722,0.00397863,0.000627427,0.0782416,0.0109554,0.0119326,0.00109942,0,0,0,2.3005,55,0,0,6820,65770
J,OPACITY_FILL_60,7,0.000166458,0.00386714,0.000443191,0.071467,0.0112319,0.0100663,0.00098767,0,0,0,2.53558,55,0,0,6120,44926
J,OPACITY_STROKE_60,7,0.000228231,0.00424574,0.000494719,0.0762546,0.00932133,0.0104526,0.00142551,0,0,0,2.33633,55,0,0,6624,45002
J,OPACITY_TEXT_60,7,0.000179335,0.00368775,0.000368347,0.0718855,0.00322304,0.0100871,0.00235029,0,0,0,2.06914,55,0,0,6484,56767
J,TINT_75,7,0.00013553,0.0040523,0.000224399,0.0766403,0.00394327,0.00983785,0.00030229,0,0,0,2.31758,55,0,0,6120,44926
J,TINT_55,7,0.000174467,0.00427326,0.000811251,0.0814901,0.00956539,0.0101576,0.00168994,0,0,0,2.15239,55,0,0,6120,44926
J,TINT_30,7,0.000175693,0.00435973,0.000522826,0.0844575,0.00812729,0.0104879,0.000853698,0,0,0,2.03185,55,0,0,6120,44926
J,TINT_FILL_55,7,0.000183688,0.00390215,0.00054968,0.0835381,0.00659201,0.0103198,0.00108562,0,0,0,2.26253,55,0,0,6120,44926
J,TINT_FILL_30,7,0.000179863,0.00435968,0.000908019,0.0764454,0.00653232,0.0100994,0.00198798,0,0,0,2.13895,55,0,0,6120,44926
J,TINT_FILL_15,7,0.000162064,0.00440196,0.000469319,0.0857868,0.0119011,0.0106623,0.0013395,0,0,0,2.02482,55,0,0,6120,44926
J,GRAYSCALE,7,0.000162611,0.00406407,0.000124543,0.074424,0.00955134,0.0104966,0.000606813,0,0,0,2.2555,55,0,0,6120,44926
J,BW_THRESHOLD,7,0.000175013,0.0042961,0.00206307,0.077556,0.00574804,0.0126986,0.0023862,0.277827,0,0,2.13002,55,0,0,6120,44926
J,BW_SEMANTIC,7,0.000158569,0.00446978,0.000709674,0.0802679,0.00350534,0.00989069,0.00231868,0,0,0,2.01638,55,0,0,6120,39032
J,OUTLINE_ONLY,7,0.000161243,0.0041054,0.000977373,0.0775158,0.00658748,0.01072,0.000705744,0,0,0,2.24706,55,0,0,6120,44926
J,OUTLINE_NAIVE,7,0.000155265,0.00387976,0.000553591,0.082871,0.0105783,0.0101195,0.000602357,0,0,0,2.13115,55,0,0,6120,44926
J,BG_REMOVAL,7,0.000176175,0.00364138,0.000507855,0.0766257,0.0063199,0.00978685,0.0026787,0,0,0,2.00792,55,0,0,6120,44926
J,DECOR_REMOVAL,7,0.000245099,0.00421205,0.000650866,0.0707548,0.0131694,0.0102547,0.000906626,0,0,0,2.2386,55,0,0,6120,44926
J,HALFTONE_H,7,0.000259665,0.0038297,0.000538369,0.0836038,0.0084142,0.00982456,0.00100484,0,0,0,2.11325,55,0,0,6120,44926
J,HALFTONE_M,7,0.000163883,0.00422178,0.000574064,0.0802555,0.00375498,0.00992058,0.000587904,0,0,0,2.00793,55,0,0,6120,44926
J,HALFTONE_L,7,0.00016822,0.00431111,0.00159277,0.0773563,0.00607508,0.0102609,0.000650288,0,0,0,2.23861,55,0,0,6120,44926
J,DITHER_M,7,0.000235213,0.00432418,0.000430989,0.0836363,0.010439,0.0107358,0.000764948,0,0,0,2.10902,55,0,0,6120,44926
J,HIGH_CONTRAST,7,0.000185352,0.00411409,0.000518426,0.0751125,0.00552823,0.00999719,0.00106734,0,0,0,1.99196,55,0,0,6118,44930
J,ECO_COLOUR,7,0.000177661,0.00396765,0.000480366,0.0755924,0.00752902,0.00959808,0.00117789,0,0,0,2.22263,55,0,0,6120,44926
J,SUPER_ECO_BW,7,0.000193209,0.00419774,0.00156276,0.0823238,0.0134057,0.00960978,0.00118491,0,0,0,2.10932,55,0,0,6120,39032
J,INT_BG+TINT_FILL_55,7,0.000202264,0.00418156,0.000555862,0.0758035,0.00526387,0.00997869,0.00042702,0,0,0,1.99539,55,0,0,6120,44926
J,INT_REMOVE_ALL,7,0.00015753,0.00421908,0.000366232,0.0756112,0.00768294,0.010349,0.000537819,0,0,0,2.22606,55,0,0,6120,44926
J,INT_OUTLINE+BW,7,0.000221133,0.0037125,0.000325573,0.0753558,0.00846228,0.00975011,0.000738924,0,0,0,2.09869,55,0,0,6120,39032
J,INT_GRAY+BG,7,0.00014731,0.00397243,0.000281311,0.0751578,0.00379743,0.00934485,0.000872739,0,0,0,1.99594,55,0,0,6120,44926
J,INT_OUTLINE+HALFTONE_M,7,0.000191624,0.00388376,0.000422704,0.0748981,0.00949013,0.00915307,0.000754093,0,0,0,2.22661,55,0,0,6120,44926
J,COPY_SAFE_ECO,7,0.000187203,0.00476971,0.000883934,0.0808678,0.00210789,0.00994743,0.00266547,0,0,0,2.09421,55,0,0,6118,44930
J,COMBINED_REMOVE+TINT_75,7,0.000169777,0.00440975,0.00048488,0.0855125,0.00629812,0.0101865,0.00136728,0,0,0,1.98023,55,0,0,6120,44926
J,COMBINED_ECO+STRUCT_75,7,0.000176027,0.00392587,0.000632738,0.0785327,0.0114661,0.00977729,0.00258347,0,0,0,2.2109,55,0,0,6120,44926
K,STANDARD,7,0.000264278,0.00469767,0.000746494,0.0890771,0.00936421,0.0104938,0.000329662,0,0,0,2.16733,97,0,0,12051,53626
K,OPACITY_GROUP_90,7,0.000247226,0.00449993,0.000359883,0.0832462,0.00382331,0.0111854,0.000767386,0,0,0,2.52718,97,0,0,12065,54029
K,OPACITY_GROUP_75,7,0.000250195,0.00423662,0.000492238,0.0842342,0.00996303,0.0113278,0.000413257,0,0,0,2.42261,97,0,0,12066,54030
K,OPACITY_GROUP_60,7,0.000461975,0.00455691,0.000568771,0.0855937,0.00876688,0.0109877,0.00167368,0,0,0,2.7885,97,0,0,12065,54029
K,OPACITY_GROUP_45,7,0.000289599,0.00422281,0.000629338,0.0788335,0.00998934,0.0117862,0.00380783,0,0,0,2.66339,97,0,0,12066,54030
K,OPACITY_ELEM_60,7,0.000316888,0.00469598,0.000560829,0.0847327,0.00510617,0.0134308,0.00117723,0,0,0,3.05684,97,0,0,13297,89030
K,OPACITY_FILL_60,7,0.000310075,0.00431506,0.00058493,0.0869491,0.00867723,0.0120604,0.000995477,0,0,0,2.96598,97,0,0,12944,53700
K,OPACITY_STROKE_60,7,0.000281745,0.00518214,0.00162209,0.0874529,0.00895611,0.0117973,0.00142426,0,0,0,3.36193,97,0,0,13731,53636
K,OPACITY_TEXT_60,7,0.000240361,0.00464259,0.000922799,0.0848515,0.0073706,0.0137178,0.00268377,0,0,0,3.24301,97,0,0,12149,56750
K,TINT_75,7,0.000254737,0.0045461,0.000930253,0.092544,0.00879637,0.0121635,0.00211906,0,0,0,3.60206,97,0,0,12051,53630
K,TINT_55,7,0.000297764,0.00490709,0.000694176,0.0818016,0.00313288,0.0125451,0.000816435,0,0,0,3.51237,97,0,0,12051,53626
