archetype,mode,reps,svg_build_s,load_median_s,load_iqr_s,raster_median_s,raster_iqr_s,pdf_median_s,pdf_iqr_s,raster_post_median_s,layout_s,style_s,js_heap_used_mb,dom_nodes,dom_patterns,dom_images,svg_bytes,pdf_bytes
K,TINT_30,7,0.000252182,0.00454191,0.000821258,0.0803984,0.00869999,0.0113979,0.000928331,0,0,0,3.87296,97,0,0,12051,53620
K,TINT_FILL_55,7,0.000261184,0.00414234,0.000497715,0.0862768,0.00440048,0.0123331,0.00291868,0,0,0,3.71675,97,0,0,12051,49279
K,TINT_FILL_30,7,0.000266181,0.00400768,0.000270469,0.083492,0.0048594,0.0113729,0.0006615,0,0,0,4.0855,97,0,0,12051,49275
K,TINT_FILL_15,7,0.000323963,0.00432215,0.000470728,0.0860433,0.0113087,0.0112084,0.000895863,0,0,0,3.73742,97,0,0,12051,49269
K,GRAYSCALE,7,0.000315021,0.00408091,0.000390537,0.0740774,0.0101761,0.0116038,0.000946889,0,0,0,4.09694,97,0,0,12051,53597
K,BW_THRESHOLD,7,0.000261031,0.00500015,0.00100076,0.0876822,0.00777746,0.0122773,0.0015397,0.236657,0,0,3.7554,97,0,0,12051,53626
K,BW_SEMANTIC,7,0.000483971,0.0044965,0.000783455,0.0753699,0.00465081,0.0111677,0.000737789,0,0,0,4.12312,97,0,0,12048,53424
K,OUTLINE_ONLY,7,0.000246911,0.00404297,0.000329273,0.0796659,0.0106128,0.0100891,0.000808266,0,0,0,3.74897,95,0,0,11867,48442
K,OUTLINE_NAIVE,7,0.000287841,0.00374159,0.000214716,0.0821241,0.0121726,0.00995111,0.00080968,0,0,0,4.10348,95,0,0,11867,52807
K,BG_REMOVAL,7,0.000236644,0.00414894,0.00046661,0.0824164,0.006004,0.0101007,0.000481405,0,0,0,3.68524,95,0,0,11967,53602
K,DECOR_REMOVAL,7,9.3556e-05,0.00341333,0.000916992,0.073853,0.0100979,0.00756115,0.000455344,0,0,0,3.88448,22,0,0,2301,31872
K,HALFTONE_H,7,0.000286883,0.00639989,0.00104578,0.921382,0.0385554,12.8402,1.5228,0,0,0,3.50854,110,6,0,14074,30761501
K,HALFTONE_M,7,0.00030144,0.0066751,0.00457655,0.724441,0.0248925,14.3602,0.240624,0,0,0,3.27344,110,6,0,14074,34455115
K,HALFTONE_L,7,0.000265444,0.00682329,0.00181379,0.560909,0.0117656,12.7947,0.66789,0,0,0,3.66916,110,6,0,14074,33601037
K,DITHER_M,7,0.000302641,0.00824948,0.00159938,0.605332,0.0116735,29.813,1.19487,0,0,0,3.50478,110,6,6,19949,45453268
K,HIGH_CONTRAST,7,0.0003247,0.00438496,0.000818627,0.0832283,0.00688372,0.0127322,0.00165242,0,0,0,3.23196,95,0,0,11967,53535
K,ECO_COLOUR,7,7.2767e-05,0.00321884,0.000664913,0.0712958,0.0131851,0.00756646,0.00066194,0,0,0,3.422,20,0,0,2217,31844
K,SUPER_ECO_BW,7,7.8459e-05,0.00286991,0.000267506,0.0643613,0.00431625,0.00779538,0.000376549,0,0,0,3.59363,20,0,0,2217,31841
K,INT_BG+TINT_FILL_55,7,0.000229401,0.00405563,0.000492535,0.0820473,0.0107123,0.0127031,0.00180704,0,0,0,3.12598,95,0,0,11967,49254
K,INT_REMOVE_ALL,7,0.000125029,0.00399831,0.00105333,0.0731322,0.0104839,0.00810761,0.00173239,0,0,0,3.30887,20,0,0,2217,31844
K,INT_OUTLINE+BW,7,0.000272313,0.0047743,0.00100211,0.0876036,0.00996929,0.0103201,0.0016786,0,0,0,3.64518,95,0,0,11867,48376
K,INT_GRAY+BG,7,0.000263145,0.00486097,0.000459646,0.0826511,0.00935213,0.012794,0.00228453,0,0,0,3.24068,95,0,0,11967,53578
K,INT_OUTLINE+HALFTONE_M,7,0.00021722,0.00417705,0.000205685,0.0802417,0.00444848,0.0106839,0.000954854,0,0,0,3.5986,95,0,0,11867,48442
K,COPY_SAFE_ECO,7,9.3512e-05,0.00342773,0.000565528,0.0696674,0.00699867,0.00814909,0.00143871,0,0,0,3.17444,20,0,0,2217,31841
K,COMBINED_REMOVE+TINT_75,7,8.5118e-05,0.0035784,0.000544197,0.0724507,0.00488535,0.00777746,0.00082977,0,0,0,3.34067,20,0,0,2217,31845
K,COMBINED_ECO+STRUCT_75,7,0.000106607,0.00339242,0.000850665,0.0702116,0.00720848,0.00883098,0.00109612,0,0,0,3.50148,20,0,0,2217,31845
L,STANDARD,7,0.000264914,0.00418909,0.000768766,0.0790293,0.00655554,0.0102054,0.000539772,0,0,0,3.02693,77,0,0,8572,44532
L,OPACITY_GROUP_90,7,0.000247797,0.00447521,0.000396676,0.0850934,0.00692538,0.0105144,0.000573033,0,0,0,3.33067,77,0,0,8586,44968
L,OPACITY_GROUP_75,7,0.000227281,0.00383842,0.000530292,0.081795,0.0059135,0.0104381,0.0013809,0,0,0,2.98095,77,0,0,8587,44969
L,OPACITY_GROUP_60,7,0.000242343,0.00435803,0.00197006,0.0841644,0.00610073,0.010721,0.000893848,0,0,0,3.27322,77,0,0,8586,44968
L,OPACITY_GROUP_45,7,0.000222565,0.00412811,0.000814547,0.0821548,0.00804766,0.0101049,0.000903554,0,0,0,2.87524,77,0,0,8587,44969
L,OPACITY_ELEM_60,7,0.000287981,0.00391965,0.000429827,0.0798508,0.0165661,0.0125871,0.00204416,0,0,0,3.19396,77,0,0,9566,73451
L,OPACITY_FILL_60,7,0.000237484,0.00385155,0.000540557,0.0883435,0.0136067,0.0108811,0.00276113,0,0,0,2.92966,77,0,0,9180,44606
L,OPACITY_STROKE_60,7,0.000610234,0.00387368,0.000751946,0.0799146,0.00582188,0.0107269,0.0010089,0,0,0,3.24004,77,0,0,9622,44612
L,OPACITY_TEXT_60,7,0.000228722,0.00431568,0.00048725,0.0807684,0.00597454,0.0107311,0.00136216,0,0,0,2.92867,77,0,0,8726,49293
L,TINT_75,7,0.00023444,0.00415003,0.00042488,0.0850115,0.00503077,0.0106654,0.000853038,0,0,0,3.221,77,0,0,8572,44524
L,TINT_55,7,0.000215842,0.00399961,0.000558886,0.0779655,0.00723752,0.00983707,0.00082123,0,0,0,2.85887,77,0,0,8572,44522
L,TINT_30,7,0.000257254,0.00402392,0.000487161,0.0763888,0.00656153,0.0102223,0.000710473,0,0,0,3.15685,77,0,0,8572,44517
L,TINT_FILL_55,7,0.000264166,0.00379461,0.000793258,0.0760801,0.00868516,0.0117252,0.00227362,0,0,0,2.9767,77,0,0,8572,44545
L,TINT_FILL_30,7,0.000227971,0.00363746,0.000729656,0.0830546,0.01028,0.0105783,0.00128052,0,0,0,3.26869,77,0,0,8572,44538
L,TINT_FILL_15,7,0.000216843,0.00405138,0.000618355,0.0822194,0.00602896,0.0100067,0.00135161,0,0,0,2.99093,77,0,0,8572,44530
L,GRAYSCALE,7,0.000217306,0.00394562,0.000819859,0.0842819,0.00379239,0.0100289,0.00133489,0,0,0,3.28292,77,0,0,8572,44490
L,BW_THRESHOLD,7,0.000202744,0.00488856,0.000856622,0.0847315,0.0134741,0.0120012,0.00518607,0.242736,0,0,2.98582,77,0,0,8572,44532
L,BW_SEMANTIC,7,0.000229354,0.00439205,0.0013173,0.0798957,0.00585676,0.0116157,0.00195815,0,0,0,3.28373,77,0,0,8932,44654
L,OUTLINE_ONLY,7,0.000275585,0.00364911,0.000796316,0.0774658,0.00772506,0.0099216,0.00130901,0,0,0,3.00921,77,0,0,8836,44016
L,OUTLINE_NAIVE,7,0.000277876,0.00376032,0.000325463,0.0855039,0.00891895,0.0104525,0.000557793,0,0,0,3.28998,77,0,0,8836,44016
L,BG_REMOVAL,7,0.000216331,0.00389169,0.000503388,0.0804764,0.00531233,0.0103059,0.000785497,0,0,0,2.99508,77,0,0,8572,44532
L,DECOR_REMOVAL,7,0.000212945,0.00375669,0.000602782,0.0795233,0.00540731,0.0094295,0.00292873,0,0,0,3.27253,66,0,0,7797,39424
L,HALFTONE_H,7,0.000364605,0.00635233,0.000406303,0.382775,0.0219711,6.87762,0.123902,0,0,0,3.0451,104,13,0,11683,20459732
L,HALFTONE_M,7,0.000255365,0.00598461,0.00110935,0.325632,0.0188952,4.8168,0.0581564,0,0,0,2.88684,104,13,0,11683,22476890
L,HALFTONE_L,7,0.000329698,0.00651306,0.00175624,0.28803,0.0206275,4.14032,0.114881,0,0,0,2.73445,104,13,0,11683,22356925
L,DITHER_M,7,0.00030889,0.00715763,0.000616314,0.257191,0.0146744,7.38427,1.37393,0,0,0,3.30296,104,13,13,24889,30248841
L,HIGH_CONTRAST,7,0.000271194,0.00397899,0.000315157,0.0830607,0.00859066,0.0107834,0.0013177,0,0,0,3.04038,77,0,0,8572,44494
L,ECO_COLOUR,7,0.000219565,0.00425235,0.000802154,0.0814669,0.00647714,0.00984348,0.000605374,0,0,0,3.32002,66,0,0,7797,39448
L,SUPER_ECO_BW,7,0.000210338,0.00370618,0.000614629,0.0772129,0.00426492,0.00931187,0.00136994,0,0,0,3.00194,66,0,0,7731,38457
L,INT_BG+TINT_FILL_55,7,0.000219512,0.00409655,7.0453e-05,0.086171,0.0097229,0.0106362,0.000940487,0,0,0,3.29437,77,0,0,8572,44545
L,INT_REMOVE_ALL,7,0.000188105,0.00356584,0.000246975,0.0850415,0.00483921,0.00944517,0.000321027,0,0,0,2.97764,66,0,0,7797,39424
L,INT_OUTLINE+BW,7,0.000271616,0.00417407,6.90275e-05,0.0780947,0.00582617,0.00992861,0.000724447,0,0,0,3.281,77,0,0,8836,43884
L,INT_GRAY+BG,7,0.000232047,0.00369704,0.000697259,0.0770016,0.00658051,0.0103087,0.00214407,0,0,0,2.97904,77,0,0,8572,44490
L,INT_OUTLINE+HALFTONE_M,7,0.000225308,0.00397911,0.000370064,0.0803196,0.00920683,0.0097798,0.00191574,0,0,0,3.27824,77,0,0,8836,44016
L,COPY_SAFE_ECO,7,0.000217333,0.00387622,0.00026145,0.0785608,0.00721335,0.00935841,0.00155686,0,0,0,2.98778,66,0,0,7797,39377
L,COMBINED_REMOVE+TINT_75,7,0.000184527,0.00343673,0.000445735,0.0735632,0.00532835,0.0087306,0.00049956,0,0,0,3.26356,66,0,0,7797,39434
L,COMBINED_ECO+STRUCT_75,7,0.000230561,0.00347168,0.000282249,0.0740074,0.00622873,0.00958274,0.000882902,0,0,0,2.97044,66,0,0,7797,39451
