mode,dpi,weight,size_pt,colour_after,nominal_wcag_cr,g0_recognition,g0_stroke_retention,g0_core_tone_median,pc1_recognition,pc1_stroke_retention,pc1_core_tone_median,pc2_recognition,pc2_stroke_retention,pc2_core_tone_median,pc3_recognition,pc3_stroke_retention,pc3_core_tone_median
OPACITY_GROUP_45,300,bold,10,#1a1a1a,2.8847,1,0.981047,0.408535,1,0.709099,0.309717,1,0.338331,0.211543,0.972222,0.0260255,0.104939
OPACITY_GROUP_45,300,bold,12,#1a1a1a,2.8847,1,0.984306,0.408535,1,0.751762,0.328192,1,0.459835,0.239596,0.972222,0.100811,0.140564
OPACITY_GROUP_45,300,bold,14,#1a1a1a,2.8847,1,0.990842,0.408535,1,0.795201,0.342946,1,0.556317,0.266109,1,0.220519,0.175152
TINT_55,150,light,6,#818181,3.89573,1,1,0.364291,0.972222,0.0653266,0.176291,0.0833333,0,0.0273054,0,0,0
TINT_55,150,light,7,#818181,3.89573,1,1,0.38476,0.972222,0.14087,0.196794,0.305556,0,0.0500969,0,0,0
TINT_55,150,light,8,#818181,3.89573,1,1,0.396478,1,0.276099,0.216737,0.694444,0.00274725,0.0686515,0,0,0.000305772
TINT_55,150,light,9,#818181,3.89573,1,1,0.419915,1,0.442714,0.240998,0.916667,0.00556174,0.0962334,0,0,0.00542587
TINT_55,150,light,10,#818181,3.89573,1,1,0.423822,1,0.546106,0.255959,0.972222,0.0179051,0.111903,0.138889,0.000895255,0.0115777
TINT_55,150,light,12,#818181,3.89573,1,1,0.453426,1,0.769994,0.299828,1,0.0735552,0.165095,0.694444,0.00116754,0.0398483
TINT_55,150,light,14,#818181,3.89573,1,1,0.468927,1,0.866287,0.327553,1,0.218325,0.204102,0.944444,0.0153441,0.081992
TINT_55,150,regular,6,#818181,3.89573,1,1,0.416009,1,0.474684,0.247385,0.833333,0.0221519,0.105605,0.0555556,0,0.00696817
TINT_55,150,regular,7,#818181,3.89573,1,1,0.43554,1,0.665459,0.272441,1,0.0434783,0.135171,0.194444,0,0.0175183
TINT_55,150,regular,8,#818181,3.89573,1,1,0.437924,1,0.741441,0.292033,1,0.0873874,0.164924,0.555556,0.0018018,0.0429015
TINT_55,150,regular,9,#818181,3.89573,1,1,0.46679,1,0.831595,0.318761,1,0.187034,0.196177,0.861111,0.014158,0.0755562
TINT_55,150,regular,10,#818181,3.89573,1,1,0.480554,1,0.876904,0.342149,1,0.355271,0.224195,0.944444,0.0341255,0.10757
TINT_55,150,regular,12,#818181,3.89573,1,1,0.494118,1,0.927664,0.378393,1,0.620623,0.275412,1,0.132743,0.169542
TINT_55,150,regular,14,#818181,3.89573,1,1,0.494118,1,0.924402,0.398636,1,0.718914,0.308132,1,0.323409,0.208524
TINT_55,150,bold,6,#818181,3.89573,1,1,0.468927,1,0.83029,0.322929,1,0.282492,0.209958,0.861111,0.0290011,0.0936699
TINT_55,150,bold,7,#818181,3.89573,1,1,0.478508,1,0.882764,0.348858,1,0.470497,0.243065,1,0.072205,0.133279
TINT_55,150,bold,8,#818181,3.89573,1,1,0.494118,1,0.911097,0.371365,1,0.594727,0.271499,1,0.180871,0.167771
TINT_55,150,bold,9,#818181,3.89573,1,1,0.494118,1,0.927628,0.38744,1,0.661614,0.294377,1,0.306112,0.194049
TINT_55,150,bold,10,#818181,3.89573,1,1,0.494118,1,0.930949,0.403669,1,0.72462,0.318182,1,0.411426,0.226145
TINT_55,150,bold,12,#818181,3.89573,1,1,0.494118,1,0.953543,0.421246,1,0.79211,0.351398,1,0.57306,0.274634
TINT_55,150,bold,14,#818181,3.89573,1,1,0.494118,1,0.960032,0.438124,1,0.834022,0.382981,1,0.65505,0.314484
TINT_55,300,light,6,#818181,3.89573,1,1,0.443353,1,0.0269512,0.147817,0.0277778,0,0.00874591,0,0,0.000326514
TINT_55,300,light,7,#818181,3.89573,1,1,0.46679,1,0.0783211,0.176754,0.388889,0,0.0244433,0,0,0.000532687
TINT_55,300,light,8,#818181,3.89573,1,1,0.484429,1,0.161206,0.203734,0.777778,0.000327654,0.0519063,0,0,0.00228319
TINT_55,300,light,9,#818181,3.89573,1,1,0.494118,1,0.33497,0.227898,1,0.00387697,0.0771632,0.0277778,0,0.00337088
TINT_55,300,light,10,#818181,3.89573,1,1,0.494118,1,0.545208,0.255856,1,0.0152083,0.108824,0.0833333,0,0.00584877
TINT_55,300,light,12,#818181,3.89573,1,1,0.494118,1,0.711169,0.290392,1,0.0545507,0.152945,0.694444,0.000717772,0.0246079
TINT_55,300,light,14,#818181,3.89573,1,1,0.494118,1,0.804132,0.323485,1,0.180424,0.194699,1,0.00761766,0.0681367
TINT_55,300,regular,6,#818181,3.89573,1,1,0.494118,1,0.438857,0.241269,1,0.00952381,0.0930759,0,0,0.00358939
TINT_55,300,regular,7,#818181,3.89573,1,1,0.494118,1,0.6207,0.271454,1,0.0358485,0.129386,0.222222,0.000578202,0.0136265
TINT_55,300,regular,8,#818181,3.89573,1,1,0.494118,1,0.714697,0.295618,1,0.0822434,0.158932,0.694444,0.00177344,0.0343409
TINT_55,300,regular,9,#818181,3.89573,1,1,0.494118,1,0.782793,0.31722,1,0.189945,0.189342,0.944444,0.00796601,0.0632664
TINT_55,300,regular,10,#818181,3.89573,1,1,0.494118,1,0.821305,0.340501,1,0.346764,0.22002,1,0.0266317,0.099533
TINT_55,300,regular,12,#818181,3.89573,1,1,0.494118,1,0.854614,0.37105,1,0.552295,0.263406,1,0.106995,0.15245
TINT_55,300,regular,14,#818181,3.89573,1,1,0.494118,1,0.896497,0.398092,1,0.673695,0.30282,1,0.307291,0.202396
TINT_55,300,bold,6,#818181,3.89573,1,1,0.494118,1,0.776189,0.325561,1,0.270081,0.205227,0.916667,0.022615,0.0856504
TINT_55,300,bold,7,#818181,3.89573,1,1,0.494118,1,0.827267,0.351903,1,0.452685,0.239034,1,0.0631517,0.125309
TINT_55,300,bold,8,#818181,3.89573,1,1,0.494118,1,0.849767,0.373353,1,0.570074,0.269486,0.972222,0.164835,0.160516
TINT_55,300,bold,9,#818181,3.89573,1,1,0.494118,1,0.872271,0.390274,1,0.639981,0.293146,1,0.29294,0.192715
TINT_55,300,bold,10,#818181,3.89573,1,1,0.494118,1,0.885526,0.406338,1,0.69637,0.318909,1,0.422819,0.225613
TINT_55,300,bold,12,#818181,3.89573,1,1,0.494118,1,0.902381,0.428025,1,0.74192,0.35279,1,0.551337,0.269629
TINT_55,300,bold,14,#818181,3.89573,1,1,0.494118,1,0.930167,0.445307,1,0.791577,0.384911,1,0.640402,0.313177
TINT_30,150,light,6,#bababa,1.94078,0.972222,0.0175879,0.200554,0.0277778,0,0.0433057,0,0,0,0,0,0
TINT_30,150,light,7,#bababa,1.94078,1,0.0313043,0.212072,0.0277778,0,0.0543708,0,0,0,0,0,0
TINT_30,150,light,8,#bababa,1.94078,1,0.188187,0.219654,0.277778,0,0.0648622,0,0,0.000134557,0,0,0
TINT_30,150,light,9,#bababa,1.94078,1,0.354839,0.231449,0.611111,0,0.0773727,0,0,0.0012818,0,0,0
TINT_30,150,light,10,#bababa,1.94078,1,0.392122,0.231449,0.722222,0,0.0863783,0,0,0,0,0,0.00258541
TINT_30,150,light,12,#bababa,1.94078,1,0.499708,0.249366,1,0,0.10774,0,0,0.00293338,0,0,0.000247657
TINT_30,150,light,14,#bababa,1.94078,1,0.557212,0.258916,1,0,0.123171,0.0277778,0,0.00914127,0,0,0.00140858
TINT_30,150,regular,6,#bababa,1.94078,1,0.287975,0.22822,0.527778,0,0.0797358,0,0,0.000740588,0,0,0
TINT_30,150,regular,7,#bababa,1.94078,1,0.442029,0.240062,0.777778,0,0.0945043,0,0,0,0,0,0
TINT_30,150,regular,8,#bababa,1.94078,1,0.430631,0.240062,0.916667,0.000900901,0.104088,0,0,0.00298363,0,0,0.00107452
TINT_30,150,regular,9,#bababa,1.94078,1,0.535768,0.257855,1,0,0.117485,0,0,0.00741056,0,0,6.08265e-05
TINT_30,150,regular,10,#bababa,1.94078,1,0.59415,0.263745,1,0.00182815,0.128789,0.0277778,0,0.0160877,0,0,0.00153524
TINT_30,150,regular,12,#bababa,1.94078,1,0.693728,0.270588,1,0.00307811,0.147179,0.361111,0,0.0328994,0,0,0.000478029
TINT_30,150,regular,14,#bababa,1.94078,1,0.732049,0.270588,1,0.0107998,0.158078,0.777778,0,0.0472878,0,0,0.000440687
TINT_30,150,bold,6,#bababa,1.94078,1,0.547798,0.258916,1,0,0.119759,0,0,0.011382,0,0,0
TINT_30,150,bold,7,#bababa,1.94078,1,0.593168,0.263745,1,0,0.134044,0.0555556,0,0.0220319,0,0,0.000678062
TINT_30,150,bold,8,#bababa,1.94078,1,0.645616,0.270588,1,0.00490497,0.145168,0.194444,0,0.0328339,0,0,0.00168782
TINT_30,150,bold,9,#bababa,1.94078,1,0.695844,0.270588,1,0.00929095,0.154117,0.5,0,0.0425436,0,0,7.15256e-07
TINT_30,150,bold,10,#bababa,1.94078,1,0.755857,0.270588,1,0.0160296,0.162813,0.666667,0,0.0509931,0,0,0.000236034
TINT_30,150,bold,12,#bababa,1.94078,1,0.7864,0.270588,1,0.0282896,0.171608,1,0.000519076,0.0665041,0,0,0.00259078
TINT_30,150,bold,14,#bababa,1.94078,1,0.83737,0.270588,1,0.0374089,0.180661,1,0,0.0819728,0,0,0.00741899
TINT_30,300,light,6,#bababa,1.94078,1,0.452555,0.243291,0,0,0.0264165,0,0,0,0,0,0.000326514
TINT_30,300,light,7,#bababa,1.94078,1,0.549546,0.257855,0.166667,0,0.0414653,0,0,0,0,0,0.000481784
TINT_30,300,light,8,#bababa,1.94078,1,0.630079,0.266344,0.472222,0,0.0556918,0,0,1.5825e-05,0,0,0.00139073
TINT_30,300,light,9,#bababa,1.94078,1,0.636857,0.270588,0.916667,0,0.0698011,0,0,0.00041914,0,0,0.000621438
TINT_30,300,light,10,#bababa,1.94078,1,0.727083,0.270588,1,0,0.0838934,0,0,0,0,0,0.0010694
TINT_30,300,light,12,#bababa,1.94078,1,0.732127,0.270588,1,0.000143554,0.102489,0,0,0.00214943,0,0,6.60121e-05
TINT_30,300,light,14,#bababa,1.94078,1,0.790358,0.270588,1,0.000521757,0.119468,0.0277778,0,0.00489891,0,0,0.00016278
TINT_30,300,regular,6,#bababa,1.94078,1,0.689524,0.270588,0.861111,0,0.0766377,0,0,0.000366271,0,0,0
TINT_30,300,regular,7,#bababa,1.94078,1,0.725932,0.270588,1,0,0.0916395,0,0,0.00074476,0,0,0.000753105
TINT_30,300,regular,8,#bababa,1.94078,1,0.749723,0.270588,1,0.000443361,0.104547,0,0,0.000769138,0,0,0
TINT_30,300,regular,9,#bababa,1.94078,1,0.779076,0.270588,1,0.00070809,0.11613,0,0,0.00649464,0,0,0
TINT_30,300,regular,10,#bababa,1.94078,1,0.81344,0.270588,1,0.00124189,0.127841,0.0277778,0,0.0125324,0,0,0
TINT_30,300,regular,12,#bababa,1.94078,1,0.831425,0.270588,1,0.00625421,0.143853,0.361111,0,0.0276074,0,0,0
TINT_30,300,regular,14,#bababa,1.94078,1,0.877698,0.270588,1,0.0119371,0.157927,0.916667,0,0.0435514,0,0,8.86023e-05
TINT_30,300,bold,6,#bababa,1.94078,1,0.786587,0.270588,1,0.00155966,0.120488,0.0277778,0,0.00919104,0,0,0.00132877
TINT_30,300,bold,7,#bababa,1.94078,1,0.831005,0.270588,1,0.00413142,0.133307,0.0833333,0,0.0185864,0,0,0.000110865
TINT_30,300,bold,8,#bababa,1.94078,1,0.829746,0.270588,1,0.00692458,0.145258,0.305556,0,0.0294402,0,0,0
TINT_30,300,bold,9,#bababa,1.94078,1,0.863416,0.270588,1,0.0128578,0.153602,0.722222,0,0.0401306,0,0,0
TINT_30,300,bold,10,#bababa,1.94078,1,0.870438,0.270588,1,0.0200849,0.161792,0.944444,0,0.051264,0,0,0.000179172
TINT_30,300,bold,12,#bababa,1.94078,1,0.88815,0.270588,1,0.0311877,0.173279,0.972222,0,0.0661943,0,0,0.00185609
TINT_30,300,bold,14,#bababa,1.94078,1,0.915083,0.270588,1,0.043144,0.182073,1,0,0.0817639,0,0,0.00553408
BW_THRESHOLD,150,light,6,#1a1a1a,nan,0.888889,1,1,0.861111,1,0.616707,0.833333,0.844221,0.384873,0.722222,0.434673,0.215983
BW_THRESHOLD,150,light,7,#1a1a1a,nan,0.888889,1,1,0.888889,1,0.648309,0.888889,0.925217,0.442573,0.861111,0.561739,0.26724
BW_THRESHOLD,150,light,8,#1a1a1a,nan,0.972222,1,1,0.972222,1,0.664712,0.972222,0.956044,0.452524,0.972222,0.597527,0.283254
BW_THRESHOLD,150,light,9,#1a1a1a,nan,0.972222,1,1,0.972222,1,0.69387,0.972222,0.973304,0.48389,0.972222,0.708565,0.315722
BW_THRESHOLD,150,light,10,#1a1a1a,nan,1,1,1,1,1,0.714717,1,0.986571,0.508341,1,0.798568,0.349439
BW_THRESHOLD,150,light,12,#1a1a1a,nan,1,1,1,1,1,0.758205,1,0.998832,0.590746,1,0.946293,0.461347
BW_THRESHOLD,150,light,14,#1a1a1a,nan,1,1,1,1,1,0.798488,1,0.999562,0.674403,1,0.977203,0.583022
BW_THRESHOLD,150,regular,6,#1a1a1a,nan,1,1,1,1,1,0.713121,1,0.966772,0.510052,1,0.780063,0.352443
BW_THRESHOLD,150,regular,7,#1a1a1a,nan,1,1,1,1,1,0.730525,1,0.985507,0.549776,1,0.85628,0.409156
BW_THRESHOLD,150,regular,8,#1a1a1a,nan,1,1,1,1,1,0.766446,1,0.997297,0.618393,0.972222,0.945946,0.497836
BW_THRESHOLD,150,regular,9,#1a1a1a,nan,1,1,1,1,1,0.78417,1,1,0.650338,1,0.964232,0.550924
BW_THRESHOLD,150,regular,10,#1a1a1a,nan,1,1,1,1,1,0.83379,1,1,0.72752,1,0.982328,0.640501
BW_THRESHOLD,150,regular,12,#1a1a1a,nan,1,1,1,1,1,0.90803,1,1,0.835765,1,0.998076,0.774194
BW_THRESHOLD,150,regular,14,#1a1a1a,nan,1,1,1,1,1,0.924108,1,1,0.863732,1,0.999124,0.816493
BW_THRESHOLD,150,bold,6,#1a1a1a,nan,1,1,1,1,1,0.810379,1,1,0.704261,0.972222,0.96348,0.622284
BW_THRESHOLD,150,bold,7,#1a1a1a,nan,0.972222,1,1,0.972222,1,0.898558,0.972222,1,0.818922,0.972222,0.98913,0.745861
BW_THRESHOLD,150,bold,8,#1a1a1a,nan,1,1,1,1,1,0.916882,1,1,0.844628,1,0.996934,0.789336
BW_THRESHOLD,150,bold,9,#1a1a1a,nan,1,1,1,1,1,0.924683,1,1,0.864593,1,0.998533,0.820586
BW_THRESHOLD,150,bold,10,#1a1a1a,nan,1,1,1,1,1,0.930615,1,1,0.875477,1,0.999178,0.83787
BW_THRESHOLD,150,bold,12,#1a1a1a,nan,1,1,1,1,1,0.948921,1,1,0.920357,1,0.99974,0.907619
BW_THRESHOLD,150,bold,14,#1a1a1a,nan,1,1,1,1,1,0.961457,1,1,0.948213,1,1,0.94796
BW_THRESHOLD,300,light,6,#1a1a1a,nan,1,1,1,1,0.957327,0.399436,0.972222,0.398091,0.217874,0.722222,0.175744,0.0802379
BW_THRESHOLD,300,light,7,#1a1a1a,nan,1,1,1,1,0.970576,0.47576,1,0.655993,0.294578,0.805556,0.187797,0.154361
BW_THRESHOLD,300,light,8,#1a1a1a,nan,1,1,1,1,0.986894,0.547191,1,0.864024,0.362773,0.972222,0.381062,0.221372
BW_THRESHOLD,300,light,9,#1a1a1a,nan,1,1,1,1,0.997932,0.583745,1,0.941845,0.40797,1,0.607134,0.271107
BW_THRESHOLD,300,light,10,#1a1a1a,nan,1,1,1,1,0.999792,0.6073,1,0.965625,0.442764,1,0.798958,0.312863
BW_THRESHOLD,300,light,12,#1a1a1a,nan,1,1,1,1,0.999856,0.693222,1,0.989521,0.56973,1,0.937123,0.45983
BW_THRESHOLD,300,light,14,#1a1a1a,nan,1,1,1,1,0.999896,0.739578,1,0.995304,0.641846,1,0.974121,0.546998
BW_THRESHOLD,300,regular,6,#1a1a1a,nan,1,1,1,1,0.998095,0.595943,1,0.935619,0.428001,1,0.69181,0.300372
BW_THRESHOLD,300,regular,7,#1a1a1a,nan,1,1,1,1,0.999711,0.643352,1,0.964151,0.501511,1,0.856606,0.38827
BW_THRESHOLD,300,regular,8,#1a1a1a,nan,1,1,1,1,0.999557,0.701636,1,0.979384,0.58272,1,0.917757,0.482668
BW_THRESHOLD,300,regular,9,#1a1a1a,nan,1,1,1,1,0.999646,0.73491,1,0.99168,0.634704,1,0.955921,0.543937
BW_THRESHOLD,300,regular,10,#1a1a1a,nan,1,1,1,1,0.999586,0.779598,1,0.995998,0.689671,1,0.974334,0.617496
BW_THRESHOLD,300,regular,12,#1a1a1a,nan,1,1,1,1,0.999904,0.882358,1,0.998461,0.7962,1,0.988454,0.741123
BW_THRESHOLD,300,regular,14,#1a1a1a,nan,1,1,1,1,0.999857,0.937562,1,0.999214,0.866789,1,0.993567,0.820993
BW_THRESHOLD,300,bold,6,#1a1a1a,nan,1,1,1,1,0.99974,0.754493,1,0.989862,0.672812,1,0.949051,0.599763
BW_THRESHOLD,300,bold,7,#1a1a1a,nan,1,1,1,1,0.999803,0.816069,1,0.996656,0.730786,1,0.97167,0.672571
BW_THRESHOLD,300,bold,8,#1a1a1a,nan,1,1,1,1,0.999699,0.883355,1,0.997742,0.805793,1,0.984344,0.760093
BW_THRESHOLD,300,bold,9,#1a1a1a,nan,1,1,1,1,0.999879,0.92473,1,0.998059,0.850987,1,0.991145,0.80916
BW_THRESHOLD,300,bold,10,#1a1a1a,nan,1,1,1,1,0.999906,0.95627,1,0.998774,0.900019,1,0.993965,0.867974
BW_THRESHOLD,300,bold,12,#1a1a1a,nan,1,1,1,1,0.999867,0.971609,1,0.999069,0.93821,1,0.996742,0.916304
BW_THRESHOLD,300,bold,14,#1a1a1a,nan,1,1,1,1,0.999951,0.978583,1,0.999216,0.958635,1,0.997405,0.947334
HIGH_CONTRAST,150,light,6,#000000,21,1,1,0.694118,1,0.994975,0.448061,1,0.582915,0.265621,0.75,0.0829146,0.11486
HIGH_CONTRAST,150,light,7,#000000,21,1,1,0.733333,1,0.998261,0.489016,1,0.826087,0.314811,0.944444,0.194783,0.168463
HIGH_CONTRAST,150,light,8,#000000,21,1,1,0.760784,1,1,0.525447,1,0.918956,0.360266,1,0.35989,0.211523
HIGH_CONTRAST,150,light,9,#000000,21,1,1,0.807843,1,1,0.581712,1,0.963293,0.421651,1,0.657397,0.28585
HIGH_CONTRAST,150,light,10,#000000,21,1,1,0.815686,1,1,0.607338,1,0.979409,0.462206,1,0.829006,0.33645
HIGH_CONTRAST,150,light,12,#000000,21,1,1,0.890196,1,1,0.707258,1,0.997665,0.579713,1,0.963806,0.46902
HIGH_CONTRAST,150,light,14,#000000,21,1,1,0.92549,1,1,0.767108,1,0.998685,0.661925,1,0.992109,0.575251
HIGH_CONTRAST,150,regular,6,#000000,21,1,1,0.8,1,1,0.596184,1,0.952532,0.445358,1,0.745253,0.311153
HIGH_CONTRAST,150,regular,7,#000000,21,1,1,0.843137,1,1,0.649015,1,0.985507,0.510593,1,0.900966,0.395736
HIGH_CONTRAST,150,regular,8,#000000,21,1,1,0.847059,1,1,0.686657,1,0.995495,0.572146,1,0.942342,0.465999
HIGH_CONTRAST,150,regular,9,#000000,21,1,1,0.917647,1,1,0.747788,1,0.997019,0.63976,1,0.980626,0.55352
HIGH_CONTRAST,150,regular,10,#000000,21,1,1,0.94902,1,1,0.798554,1,0.999391,0.710227,1,0.988422,0.633195
HIGH_CONTRAST,150,regular,12,#000000,21,1,1,1,1,1,0.893356,1,0.999615,0.831759,1,0.997307,0.782488
HIGH_CONTRAST,150,regular,14,#000000,21,1,1,1,1,1,0.934917,1,1,0.894467,1,0.998541,0.863237
HIGH_CONTRAST,150,bold,6,#000000,21,1,1,0.921569,1,1,0.758373,1,0.998926,0.67859,1,0.975295,0.607243
HIGH_CONTRAST,150,bold,7,#000000,21,1,1,0.945098,1,1,0.808535,1,0.998447,0.747683,1,0.988354,0.700873
HIGH_CONTRAST,150,bold,8,#000000,21,1,1,0.992157,1,1,0.862481,1,0.998774,0.811037,1,0.993869,0.773424
HIGH_CONTRAST,150,bold,9,#000000,21,1,1,1,1,1,0.906347,1,0.999022,0.858364,1,0.994132,0.821647
HIGH_CONTRAST,150,bold,10,#000000,21,1,1,1,1,1,0.941856,1,1,0.910625,1,0.996712,0.8852
HIGH_CONTRAST,150,bold,12,#000000,21,1,1,1,1,1,0.960622,1,1,0.94795,1,1,0.944388
HIGH_CONTRAST,150,bold,14,#000000,21,1,1,1,1,1,0.972993,1,1,0.966481,1,0.999606,0.96564
HIGH_CONTRAST,300,light,6,#000000,21,1,1,0.854902,1,0.960135,0.401258,1,0.364964,0.227746,0.916667,0.0533408,0.085851
HIGH_CONTRAST,300,light,7,#000000,21,1,1,0.917647,1,0.985288,0.465894,1,0.726958,0.29186,1,0.154911,0.152492
HIGH_CONTRAST,300,light,8,#000000,21,1,1,0.960784,1,0.994102,0.525535,1,0.904325,0.355714,1,0.341743,0.217595
HIGH_CONTRAST,300,light,9,#000000,21,1,1,0.992157,1,0.997415,0.573184,1,0.947532,0.410894,1,0.642026,0.27919
HIGH_CONTRAST,300,light,10,#000000,21,1,1,1,1,0.999583,0.636524,1,0.968958,0.479549,1,0.88375,0.35515
HIGH_CONTRAST,300,light,12,#000000,21,1,1,1,1,0.999569,0.709232,1,0.989951,0.572538,1,0.953632,0.462457
HIGH_CONTRAST,300,light,14,#000000,21,1,1,1,1,0.999687,0.774884,1,0.994261,0.662619,1,0.976625,0.571121
HIGH_CONTRAST,300,regular,6,#000000,21,1,1,1,1,0.996952,0.602189,1,0.937905,0.446943,1,0.754667,0.321149
HIGH_CONTRAST,300,regular,7,#000000,21,1,1,1,1,0.999133,0.665801,1,0.969355,0.52168,1,0.894189,0.412577
HIGH_CONTRAST,300,regular,8,#000000,21,1,1,1,1,0.999557,0.719294,1,0.982487,0.588479,1,0.937264,0.488044
HIGH_CONTRAST,300,regular,9,#000000,21,1,1,1,1,0.999292,0.762305,1,0.988848,0.649469,1,0.956984,0.558626
HIGH_CONTRAST,300,regular,10,#000000,21,1,1,1,1,0.999586,0.810385,1,0.995998,0.716591,1,0.978474,0.640702
HIGH_CONTRAST,300,regular,12,#000000,21,1,1,1,1,0.999904,0.873656,1,0.997498,0.801579,1,0.989416,0.750128
HIGH_CONTRAST,300,regular,14,#000000,21,1,1,1,1,0.999857,0.929897,1,0.998785,0.868707,1,0.995354,0.836694
HIGH_CONTRAST,300,bold,6,#000000,21,1,1,1,1,0.99948,0.780995,1,0.988563,0.687824,1,0.95373,0.613151
HIGH_CONTRAST,300,bold,7,#000000,21,1,1,1,1,0.999803,0.833059,1,0.995475,0.755979,1,0.977376,0.700398
HIGH_CONTRAST,300,bold,8,#000000,21,1,1,1,1,0.999247,0.879675,1,0.997591,0.809311,1,0.986602,0.765111
HIGH_CONTRAST,300,bold,9,#000000,21,1,1,1,1,0.999636,0.91402,1,0.997331,0.850119,1,0.99066,0.817291
HIGH_CONTRAST,300,bold,10,#000000,21,1,1,1,1,0.999906,0.944778,1,0.997643,0.893259,1,0.992928,0.8648
HIGH_CONTRAST,300,bold,12,#000000,21,1,1,1,1,0.999867,0.965689,1,0.998604,0.939856,1,0.995478,0.924044
HIGH_CONTRAST,300,bold,14,#000000,21,1,1,1,1,0.999804,0.976493,1,0.99907,0.964038,1,0.997307,0.956782
