mode,archetype,rel_ttc_mean,rel_ttc_median,rel_ttc_min,rel_ttc_max,abs_ttc_mean,ttc_std_mean,q_gen0_mean,q_gen0_min,photocopy_retention_mean,n,n_failed,n_promising
OPACITY_FILL_60,D,0.15302,0.1502,0.12449,0.18766,0.003103,0.020856,0.98629,0.97273,1,9,0,0
OPACITY_FILL_60,E,0.38889,0.38944,0.38171,0.3971,0.03745,0.096146,0.96246,0.94868,1,9,0,3
OPACITY_FILL_60,F,0.41949,0.42914,0.36488,0.45684,0.32705,0.80253,0.22222,0,0.9616,9,9,0
OPACITY_FILL_60,G,0,0,0,0,0,0.011458,1,1,1,9,0,0
OPACITY_FILL_60,H,0.057974,0.055519,0.029323,0.089794,0.0014949,0.027569,1,1,1,9,0,0
OPACITY_FILL_60,I,0.41859,0.41806,0.41182,0.42457,0.11478,0.27454,1,1,1,9,0,0
OPACITY_FILL_60,J,0,0,0,0,0,0.013714,1,1,1,9,0,0
OPACITY_FILL_60,K,0.2792,0.28053,0.24686,0.31106,0.1156,0.41731,0.85604,0.8,0.99991,9,0,0
OPACITY_FILL_60,L,0.37383,0.36777,0.35321,0.40304,0.10445,0.26687,0.96484,0.94061,1,9,0,0
OPACITY_GROUP_45,A,0.55,0.55,0.55,0.55,0.0085122,0.015477,0,0,0,9,9,0
OPACITY_GROUP_45,B,0.55,0.55,0.55,0.55,0.03046,0.055382,0,0,0.31348,9,9,0
OPACITY_GROUP_45,C,0.55,0.55,0.55,0.55,0.0173,0.031454,0,0,0.36138,9,9,0
OPACITY_GROUP_45,D,0.55494,0.55547,0.55158,0.56018,0.011589,0.020856,0,0,0.30001,9,9,0
OPACITY_GROUP_45,E,0.59292,0.59346,0.59032,0.59525,0.057035,0.096146,0,0,0.7002,9,9,0
OPACITY_GROUP_45,F,0.59114,0.58957,0.58107,0.60388,0.47217,0.80253,0,0,0.58614,9,9,0
OPACITY_GROUP_45,G,0.55,0.55,0.55,0.55,0.0063016,0.011458,0,0,0.2841,9,9,0
OPACITY_GROUP_45,H,0.55,0.55,0.55,0.55,0.015163,0.027569,0,0,0.45081,9,9,0
OPACITY_GROUP_45,I,0.59288,0.59412,0.58839,0.59703,0.16252,0.27454,0,0,0.40875,9,9,0
OPACITY_GROUP_45,J,0.55,0.55,0.55,0.55,0.0075427,0.013714,0,0,0.082194,9,9,0
OPACITY_GROUP_45,K,0.55504,0.55514,0.55356,0.55654,0.23165,0.41731,0,0,0.24862,9,9,0
OPACITY_GROUP_45,L,0.57179,0.56867,0.56178,0.58379,0.15445,0.26687,0,0,0.015253,9,9,0
OPACITY_GROUP_60,A,0.4,0.4,0.4,0.4,0.0061907,0.015477,0.078747,0.035966,0,9,9,0
OPACITY_GROUP_60,B,0.4,0.4,0.4,0.4,0.022153,0.055382,1,1,0.66179,9,0,2
OPACITY_GROUP_60,C,0.4,0.4,0.4,0.4,0.012582,0.031454,1,1,0.77549,9,0,2
OPACITY_GROUP_60,D,0.40518,0.40573,0.40164,0.41067,0.0084664,0.020856,1,1,0.57928,9,0,0
OPACITY_GROUP_60,E,0.44461,0.44508,0.44189,0.44694,0.042776,0.096146,1,1,0.9587,9,0,7
OPACITY_GROUP_60,F,0.44203,0.44054,0.4317,0.45526,0.35242,0.80253,0.083333,0,0.93204,9,9,0
OPACITY_GROUP_60,G,0.4,0.4,0.4,0.4,0.004583,0.011458,0.99848,0.99383,0.6329,9,0,0
OPACITY_GROUP_60,H,0.4,0.4,0.4,0.4,0.011027,0.027569,0.86028,0.69231,0.73813,9,2,0
OPACITY_GROUP_60,I,0.44415,0.44538,0.43948,0.44853,0.12168,0.27454,1,1,0.87688,9,0,6
OPACITY_GROUP_60,J,0.4,0.4,0.4,0.4,0.0054856,0.013714,0.20258,0.070644,0.10686,9,8,0
OPACITY_GROUP_60,K,0.40514,0.40525,0.40361,0.40668,0.1691,0.41731,0.05463,0,0.78379,9,9,0
OPACITY_GROUP_60,L,0.4224,0.41933,0.41182,0.43476,0.11464,0.26687,0,0,0.26444,9,9,0
OPACITY_GROUP_75,A,0.25,0.25,0.25,0.25,0.0038692,0.015477,0.9413,0.90423,0.025464,9,0,0
OPACITY_GROUP_75,B,0.25,0.25,0.25,0.25,0.013845,0.055382,1,1,0.91053,9,0,4
OPACITY_GROUP_75,C,0.25,0.25,0.25,0.25,0.0078636,0.031454,1,1,0.94174,9,0,2
OPACITY_GROUP_75,D,0.25443,0.2549,0.2514,0.2591,0.0053201,0.020856,1,1,0.77805,9,0,0
OPACITY_GROUP_75,E,0.28764,0.28793,0.28533,0.28951,0.027678,0.096146,1,1,0.99692,9,0,8
OPACITY_GROUP_75,F,0.28473,0.28361,0.27617,0.29587,0.22656,0.80253,0.50926,0.24999,0.99237,9,9,0
OPACITY_GROUP_75,G,0.25,0.25,0.25,0.25,0.0028644,0.011458,0.99914,0.99691,0.90353,9,0,0
OPACITY_GROUP_75,H,0.25,0.25,0.25,0.25,0.0068921,0.027569,1,1,0.9342,9,0,1
OPACITY_GROUP_75,I,0.28685,0.28783,0.2829,0.29061,0.078538,0.27454,1,1,0.9794,9,0,9
OPACITY_GROUP_75,J,0.25,0.25,0.25,0.25,0.0034285,0.013714,0.92712,0.86778,0.12041,9,0,0
OPACITY_GROUP_75,K,0.25428,0.25436,0.25298,0.25556,0.10613,0.41731,0.85604,0.8,0.98416,9,0,0
OPACITY_GROUP_75,L,0.2687,0.26629,0.25961,0.27899,0.073295,0.26687,0.79886,0.25641,0.53167,9,3,0
OPACITY_GROUP_90,A,0.1,0.1,0.1,0.1,0.0015477,0.015477,0.98985,0.98224,0.11752,9,0,0
OPACITY_GROUP_90,B,0.1,0.1,0.1,0.1,0.0055382,0.055382,1,1,0.99398,9,0,0
OPACITY_GROUP_90,C,0.1,0.1,0.1,0.1,0.0031454,0.031454,1,1,0.98786,9,0,0
OPACITY_GROUP_90,D,0.10238,0.10263,0.10077,0.10483,0.0021424,0.020856,1,1,0.97166,9,0,0
OPACITY_GROUP_90,E,0.11971,0.11979,0.11849,0.12061,0.011521,0.096146,1,1,0.99991,9,0,0
OPACITY_GROUP_90,F,0.11772,0.11721,0.1133,0.12352,0.093469,0.80253,0.88452,0.75,0.99996,9,3,0
OPACITY_GROUP_90,G,0.1,0.1,0.1,0.1,0.0011458,0.011458,0.99962,0.99846,0.99151,9,0,0
OPACITY_GROUP_90,H,0.1,0.1,0.1,0.1,0.0027569,0.027569,1,1,0.99394,9,0,0
OPACITY_GROUP_90,I,0.11905,0.11954,0.11697,0.12107,0.032575,0.27454,1,1,0.99686,9,0,0
OPACITY_GROUP_90,J,0.1,0.1,0.1,0.1,0.0013714,0.013714,0.98926,0.98071,0.18533,9,0,0
OPACITY_GROUP_90,K,0.10223,0.10226,0.10153,0.1029,0.042671,0.41731,1,1,0.99951,9,0,0
OPACITY_GROUP_90,L,0.10969,0.10856,0.10484,0.11497,0.030087,0.26687,0.94075,0.73333,0.76256,9,2,0
OPACITY_STROKE_60,A,0.24152,0.24333,0.18262,0.28314,0.0037771,0.015477,0.94933,0.8913,0.52038,9,0,0
OPACITY_STROKE_60,B,0.13557,0.13159,0.12422,0.15064,0.0076407,0.055382,1,1,0.6603,9,0,0
OPACITY_STROKE_60,C,0,0,0,0,0,0.031454,1,1,1,9,0,0
OPACITY_STROKE_60,D,0.12033,0.1274,0.079883,0.15764,0.0025764,0.020856,0.97757,0.95824,0.57726,9,0,0
OPACITY_STROKE_60,E,0.025715,0.025201,0.023243,0.029147,0.0024836,0.096146,0.99109,0.98673,1,9,0,0
OPACITY_STROKE_60,F,0,0,0,0,0,0.80253,1,1,1,9,0,0
OPACITY_STROKE_60,G,0.34005,0.33854,0.30636,0.37592,0.0039651,0.011458,1,1,0.63827,9,0,0
OPACITY_STROKE_60,H,0.24602,0.24982,0.2132,0.2724,0.0069399,0.027569,1,1,0.74931,9,0,0
OPACITY_STROKE_60,I,0.0016614,0.0013882,-0.0032166,0.0059994,0.00043838,0.27454,1,1,1,9,0,0
OPACITY_STROKE_60,J,0.15165,0.15739,0.11363,0.17374,0.0021045,0.013714,0.97992,0.9449,0.56165,9,0,0
OPACITY_STROKE_60,K,0.085263,0.084781,0.066317,0.1034,0.036148,0.41731,1,1,0.85683,9,0,0
OPACITY_STROKE_60,L,0.010593,0.013438,-0.00069881,0.02127,0.00079565,0.26687,0,0,0.2655,9,9,0
OPACITY_TEXT_60,A,0.15604,0.15326,0.11552,0.21581,0.0023676,0.015477,0.1432,0.093252,0.12144,9,9,0
OPACITY_TEXT_60,B,0.26281,0.26662,0.24733,0.2747,0.014421,0.055382,1,1,0.98226,9,0,3
OPACITY_TEXT_60,C,0.39832,0.39829,0.39805,0.39861,0.012529,0.031454,1,1,0.77872,9,0,0
OPACITY_TEXT_60,D,0.11486,0.11695,0.1014,0.12965,0.0024342,0.020856,1,1,0.92089,9,0,0
OPACITY_TEXT_60,E,0.013164,0.012088,0.0093075,0.020996,0.001153,0.096146,1,1,0.96023,9,0,0
OPACITY_TEXT_60,F,-0.0044122,-0.0040414,-0.0082653,-0.0017659,-0.0032231,0.80253,0.42592,0.24999,0.99935,9,9,0
OPACITY_TEXT_60,G,0.055807,0.056129,0.017074,0.095025,0.00056587,0.011458,1,1,1,9,0,0
OPACITY_TEXT_60,H,0.088802,0.08435,0.075717,0.10491,0.0024064,0.027569,0.86028,0.69231,0.82597,9,2,0
OPACITY_TEXT_60,I,0.0049871,0.0045571,0.0016833,0.010993,0.0012187,0.27454,1,1,0.87868,9,0,0
OPACITY_TEXT_60,J,0.24766,0.24314,0.22603,0.28585,0.0033681,0.013714,0.2394,0.101,0.20696,9,8,0
OPACITY_TEXT_60,K,0.00056805,0.00045869,-0.00082384,0.0020361,0.00022452,0.41731,0.05463,0,0.97036,9,9,0
OPACITY_TEXT_60,L,0.0061787,0.0071251,-0.0017647,0.017112,0.00024641,0.26687,0.27778,0,0.97909,9,7,0
OUTLINE_NAIVE,A,0,0,0,0,0,0.015477,1,1,1,9,0,0
OUTLINE_NAIVE,B,0,0,0,0,0,0.055382,1,1,1,9,0,0
OUTLINE_NAIVE,C,0,0,0,0,0,0.031454,1,1,1,9,0,0
OUTLINE_NAIVE,D,0.28442,0.28849,0.22148,0.35869,0.0059002,0.020856,0.92402,0.84754,0.99998,9,0,0
OUTLINE_NAIVE,E,0.25587,0.25709,0.2192,0.30752,0.024219,0.096146,0.79073,0.74831,1,9,5,0
OUTLINE_NAIVE,F,0.9763,0.97762,0.95766,0.98898,0.78545,0.80253,0,0,0,9,9,0
OUTLINE_NAIVE,G,0,0,0,0,0,0.011458,1,1,1,9,0,0
OUTLINE_NAIVE,H,0.14808,0.14472,0.069991,0.23574,0.0038388,0.027569,1,1,1,9,0,0
OUTLINE_NAIVE,I,0,0,0,0,0,0.27454,1,1,1,9,0,0
OUTLINE_NAIVE,J,0,0,0,0,0,0.013714,1,1,1,9,0,0
OUTLINE_NAIVE,K,0.93148,0.93347,0.91625,0.94526,0.38864,0.41731,0.67643,0.4326,0.67607,9,6,0
OUTLINE_NAIVE,L,0.85481,0.83655,0.77293,0.9505,0.24316,0.26687,0.83808,0.79187,0.99998,9,1,0
OUTLINE_ONLY,A,0,0,0,0,0,0.015477,1,1,1,9,0,0
OUTLINE_ONLY,B,0,0,0,0,0,0.055382,1,1,1,9,0,0
OUTLINE_ONLY,C,0,0,0,0,0,0.031454,1,1,1,9,0,0
OUTLINE_ONLY,D,0.28442,0.28849,0.22148,0.35869,0.0059002,0.020856,0.92402,0.84754,0.99998,9,0,0
OUTLINE_ONLY,E,0.25587,0.25709,0.2192,0.30752,0.024219,0.096146,0.79073,0.74831,1,9,5,0
OUTLINE_ONLY,F,0.96925,0.97048,0.95104,0.98255,0.7803,0.80253,0.028288,0.020435,0.99991,9,9,0
OUTLINE_ONLY,G,0,0,0,0,0,0.011458,1,1,1,9,0,0
OUTLINE_ONLY,H,0.14808,0.14472,0.069991,0.23574,0.0038388,0.027569,1,1,1,9,0,0
OUTLINE_ONLY,I,0,0,0,0,0,0.27454,1,1,1,9,0,0
OUTLINE_ONLY,J,0,0,0,0,0,0.013714,1,1,1,9,0,0
OUTLINE_ONLY,K,0.92868,0.93047,0.9127,0.94244,0.38744,0.41731,1,1,0.99964,9,0,0
OUTLINE_ONLY,L,0.85481,0.83655,0.77293,0.9505,0.24316,0.26687,0.83808,0.79187,0.99998,9,1,0
STANDARD,A,0,0,0,0,0,0.015477,1,1,1,9,0,0
STANDARD,B,0,0,0,0,0,0.055382,1,1,1,9,0,0
STANDARD,C,0,0,0,0,0,0.031454,1,1,1,9,0,0
STANDARD,D,0,0,0,0,0,0.020856,1,1,1,9,0,0
STANDARD,E,0,0,0,0,0,0.096146,1,1,1,9,0,0
STANDARD,F,0,0,0,0,0,0.80253,1,1,1,9,0,0
STANDARD,G,0,0,0,0,0,0.011458,1,1,1,9,0,0
STANDARD,H,0,0,0,0,0,0.027569,1,1,1,9,0,0
STANDARD,I,0,0,0,0,0,0.27454,1,1,1,9,0,0
STANDARD,J,0,0,0,0,0,0.013714,1,1,1,9,0,0
STANDARD,K,0,0,0,0,0,0.41731,1,1,1,9,0,0
STANDARD,L,0,0,0,0,0,0.26687,1,1,1,9,0,0
SUPER_ECO_BW,A,-0.86277,-0.91838,-1.1482,-0.50887,-0.014564,0.015477,0.97915,0.96196,0.98004,9,0,0
SUPER_ECO_BW,B,-0.11195,-0.1121,-0.11264,-0.11108,-0.0062001,0.055382,1,1,1,9,0,0
SUPER_ECO_BW,C,-0.11137,-0.11145,-0.11207,-0.11062,-0.0035039,0.031454,1,1,1,9,0,0
SUPER_ECO_BW,D,0.30865,0.29554,0.22633,0.41571,0.0061386,0.020856,0.88819,0.83964,1,9,0,0
SUPER_ECO_BW,E,0.50371,0.50156,0.48582,0.51942,0.048517,0.096146,0.68382,0.61649,1,9,9,0
SUPER_ECO_BW,F,0.97643,0.97745,0.96437,0.98561,0.78547,0.80253,0.0497,0.034394,1,9,9,0
SUPER_ECO_BW,G,-0.11273,-0.11265,-0.11303,-0.11244,-0.0012914,0.011458,1,1,0.99997,9,0,0
SUPER_ECO_BW,H,0.057644,0.05036,-0.025042,0.14975,0.0012855,0.027569,1,1,1,9,0,0
SUPER_ECO_BW,I,0.57168,0.56375,0.52837,0.61515,0.15855,0.27454,0.6,0.6,1,9,9,0
SUPER_ECO_BW,J,-0.37949,-0.42315,-0.5286,-0.11242,-0.0056578,0.013714,0.9994,0.99843,0.99941,9,0,0
SUPER_ECO_BW,K,0.97019,0.97248,0.95011,0.98625,0.40469,0.41731,1,1,1,9,0,4
SUPER_ECO_BW,L,0.9044,0.88602,0.85208,0.97483,0.25402,0.26687,0.82671,0.77012,0.99998,9,3,0
TINT_30,A,0.69714,0.69708,0.69699,0.69741,0.010789,0.015477,0,0,0,9,9,0
TINT_30,B,0.69506,0.69532,0.69326,0.69661,0.038498,0.055382,0,0,0.00085675,9,9,0
TINT_30,C,0.6884,0.68866,0.68447,0.69212,0.021659,0.031454,0,0,0.00986,9,9,0
TINT_30,D,0.70586,0.70575,0.70366,0.70889,0.014727,0.020856,0,0,0.00091273,9,9,0
TINT_30,E,0.73163,0.73174,0.72953,0.7332,0.070364,0.096146,0,0,0.018005,9,9,0
TINT_30,F,0.72501,0.72314,0.71856,0.73659,0.5805,0.80253,0.47346,0,1,9,9,0
TINT_30,G,0.69821,0.69825,0.69799,0.69847,0.0080004,0.011458,0,0,0.0006036,9,9,0
TINT_30,H,0.6987,0.69874,0.69656,0.70057,0.019261,0.027569,0,0,0.0041373,9,9,0
TINT_30,I,0.73427,0.73557,0.73046,0.73753,0.20137,0.27454,0,0,0,9,9,0
TINT_30,J,0.69364,0.69346,0.69231,0.69505,0.0095147,0.013714,0,0,0.00057498,9,9,0
TINT_30,K,0.69463,0.69463,0.69374,0.69559,0.28989,0.41731,0,0,0.00057734,9,9,0
TINT_30,L,0.71737,0.71419,0.71228,0.72732,0.19296,0.26687,0,0,0,9,9,0
TINT_55,A,0.45038,0.45064,0.44862,0.4515,0.0069763,0.015477,0.076782,0.035421,0,9,9,0
TINT_55,B,0.44453,0.44485,0.44206,0.44666,0.024625,0.055382,0.66667,0,0.57011,9,3,1
TINT_55,C,0.4345,0.43496,0.42863,0.43997,0.013675,0.031454,0.085319,0.028571,0.7075,9,9,0
TINT_55,D,0.45514,0.4542,0.45243,0.46029,0.0095055,0.020856,0.1929,0.083333,0.52252,9,9,0
TINT_55,E,0.49363,0.49382,0.49073,0.49583,0.047492,0.096146,0.33332,0,0.92862,9,6,3
TINT_55,F,0.48485,0.4843,0.47517,0.49855,0.38721,0.80253,0.89512,0.61097,1,9,2,6
TINT_55,G,0.44918,0.44925,0.44886,0.44961,0.0051475,0.011458,0.99827,0.99383,0.55156,9,0,0
TINT_55,H,0.44724,0.44743,0.44497,0.449,0.012332,0.027569,0.027038,0.005102,0.67282,9,9,0
TINT_55,I,0.49558,0.49661,0.49112,0.49993,0.13581,0.27454,0,0,0.80231,9,9,0
TINT_55,J,0.44309,0.44338,0.4408,0.44535,0.0060825,0.013714,0.055876,0.022727,0.10352,9,9,0
TINT_55,K,0.45284,0.45296,0.45205,0.45376,0.18897,0.41731,0.19859,0.083333,0.66437,9,9,0
TINT_55,L,0.47432,0.47087,0.46794,0.48555,0.12825,0.26687,0,0,0.19214,9,9,0
TINT_75,A,0.24968,0.25004,0.24784,0.25091,0.0038676,0.015477,0.94095,0.90408,0.020749,9,0,0
TINT_75,B,0.24405,0.24427,0.24181,0.24607,0.013522,0.055382,1,1,0.91048,9,0,4
TINT_75,C,0.23389,0.23436,0.22808,0.23929,0.0073648,0.031454,1,1,0.95502,9,0,2
TINT_75,D,0.24567,0.24603,0.2402,0.25222,0.0051468,0.020856,0.99999,0.99999,0.77879,9,0,0
TINT_75,E,0.28619,0.28619,0.28376,0.28792,0.027541,0.096146,0.99999,0.99998,0.99777,9,0,8
TINT_75,F,0.28402,0.28322,0.27528,0.29414,0.22605,0.80253,0.94813,0.84263,1,9,0,2
TINT_75,G,0.24821,0.2483,0.24787,0.24856,0.0028449,0.011458,0.99914,0.99691,0.90476,9,0,0
TINT_75,H,0.24812,0.24828,0.24554,0.25016,0.0068401,0.027569,1,1,0.9353,9,0,1
TINT_75,I,0.28699,0.28772,0.28335,0.2906,0.078597,0.27454,1,1,0.98415,9,0,9
TINT_75,J,0.24272,0.24286,0.24101,0.24446,0.003333,0.013714,0.92661,0.86682,0.12066,9,0,0
TINT_75,K,0.25348,0.25357,0.25228,0.25483,0.10576,0.41731,1,1,0.98442,9,0,9
TINT_75,L,0.26693,0.2635,0.25716,0.27915,0.073191,0.26687,0.79886,0.25641,0.52744,9,3,0
TINT_FILL_15,A,0,0,0,0,0,0.015477,1,1,1,9,0,0
TINT_FILL_15,B,0,0,0,0,0,0.055382,1,1,1,9,0,0
TINT_FILL_15,C,0,0,0,0,0,0.031454,1,1,1,9,0,0
TINT_FILL_15,D,0.31844,0.3087,0.25865,0.39578,0.0064306,0.020856,0.95449,0.91319,0.99998,9,0,0
TINT_FILL_15,E,0.77127,0.76822,0.75835,0.7858,0.074345,0.096146,0.73515,0.71306,1,9,9,0
TINT_FILL_15,F,0.86184,0.86122,0.85699,0.86818,0.69122,0.80253,0,0,1,9,9,0
TINT_FILL_15,G,0,0,0,0,0,0.011458,1,1,1,9,0,0
TINT_FILL_15,H,0.12774,0.12233,0.064611,0.19785,0.0032939,0.027569,1,1,1,9,0,0
TINT_FILL_15,I,0.81802,0.82094,0.80105,0.82962,0.22466,0.27454,0.86667,0.8,1,9,0,0
TINT_FILL_15,J,0,0,0,0,0,0.013714,1,1,1,9,0,0
TINT_FILL_15,K,0.60422,0.60663,0.54449,0.66266,0.2505,0.41731,1,1,0.99978,9,0,0
TINT_FILL_15,L,0.79164,0.77673,0.74174,0.84865,0.22143,0.26687,0.89643,0.86445,0.99998,9,0,0
TINT_FILL_30,A,0,0,0,0,0,0.015477,1,1,1,9,0,0
TINT_FILL_30,B,0,0,0,0,0,0.055382,1,1,1,9,0,0
TINT_FILL_30,C,0,0,0,0,0,0.031454,1,1,1,9,0,0
TINT_FILL_30,D,0.26988,0.26272,0.21909,0.33529,0.0054528,0.020856,0.96766,0.93837,0.99998,9,0,0
TINT_FILL_30,E,0.64983,0.64621,0.63952,0.66252,0.062644,0.096146,0.832,0.80784,1,9,0,0
TINT_FILL_30,F,0.72501,0.72314,0.71856,0.73659,0.5805,0.80253,0.47346,0,1,9,9,0
TINT_FILL_30,G,0,0,0,0,0,0.011458,1,1,1,9,0,0
TINT_FILL_30,H,0.10809,0.10351,0.054671,0.16741,0.0027872,0.027569,1,1,1,9,0,0
TINT_FILL_30,I,0.69053,0.69163,0.67798,0.70018,0.18953,0.27454,0.97778,0.93333,1,9,0,6
TINT_FILL_30,J,0,0,0,0,0,0.013714,1,1,1,9,0,0
TINT_FILL_30,K,0.4948,0.49684,0.4466,0.5421,0.20515,0.41731,1,1,0.99979,9,0,0
TINT_FILL_30,L,0.66166,0.64785,0.62158,0.71286,0.18551,0.26687,0.92071,0.89014,1,9,0,0
TINT_FILL_55,A,0,0,0,0,0,0.015477,1,1,1,9,0,0
TINT_FILL_55,B,0,0,0,0,0,0.055382,1,1,1,9,0,0
TINT_FILL_55,C,0,0,0,0,0,0.031454,1,1,1,9,0,0
TINT_FILL_55,D,0.17561,0.17251,0.14298,0.21597,0.0035584,0.020856,0.98547,0.97225,1,9,0,0
TINT_FILL_55,E,0.44044,0.4377,0.43336,0.44961,0.04247,0.096146,0.95184,0.93893,1,9,0,6
TINT_FILL_55,F,0.48485,0.4843,0.47517,0.49855,0.38721,0.80253,0.89512,0.61097,1,9,2,0
TINT_FILL_55,G,0,0,0,0,0,0.011458,1,1,1,9,0,0
TINT_FILL_55,H,0.068783,0.06587,0.034791,0.10654,0.0017737,0.027569,1,1,1,9,0,0
TINT_FILL_55,I,0.46582,0.4655,0.45846,0.47249,0.12776,0.27454,1,1,1,9,0,1
TINT_FILL_55,J,0,0,0,0,0,0.013714,1,1,1,9,0,0
TINT_FILL_55,K,0.32225,0.32365,0.29067,0.35339,0.1336,0.41731,1,1,0.9999,9,0,0
TINT_FILL_55,L,0.43732,0.42738,0.40844,0.47557,0.12322,0.26687,0.95973,0.93805,1,9,0,0
