combo,a,b,metric,doc_id,archetype,combined,a_alone,b_alone,additive_prediction,interaction,multiplicative_prediction,interaction_vs_multiplicative,q_combined
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,A-M-M-A4-s0,A,-0.014473,0,-0.014473,-0.014473,0,-0.014473,0,0.97821
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,A-M-M-A4-s0,A,-0.014473,0,-0.014473,-0.014473,0,-0.014473,0,0.97821
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,A-M-S-A4-s0,A,-0.011189,0,-0.011189,-0.011189,0,-0.011189,-1.7347e-18,0.98179
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,A-M-S-A4-s0,A,-0.011189,0,-0.011189,-0.011189,0,-0.011189,-1.7347e-18,0.98179
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,B-H-L-A4-s0,B,-0.0099387,0,-0.0099387,-0.0099387,0,-0.0099387,0,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,B-H-L-A4-s0,B,-0.0099387,0,-0.0099387,-0.0099387,0,-0.0099387,0,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,B-H-M-A4-s0,B,-0.010264,0,-0.010264,-0.010264,0,-0.010264,-6.9389e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,B-H-M-A4-s0,B,-0.010264,0,-0.010264,-0.010264,0,-0.010264,-6.9389e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,B-H-S-A4-s0,B,-0.0095764,0,-0.0095764,-0.0095764,0,-0.0095764,0,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,B-H-S-A4-s0,B,-0.0095764,0,-0.0095764,-0.0095764,0,-0.0095764,0,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,B-L-L-A4-s0,B,-0.0026441,0,-0.0026441,-0.0026441,0,-0.0026441,-2.6021e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,B-L-L-A4-s0,B,-0.0026441,0,-0.0026441,-0.0026441,0,-0.0026441,-2.6021e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,B-L-M-A4-s0,B,-0.0028517,0,-0.0028517,-0.0028517,0,-0.0028517,-3.0358e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,B-L-M-A4-s0,B,-0.0028517,0,-0.0028517,-0.0028517,0,-0.0028517,-3.0358e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,B-L-S-A4-s0,B,-0.0026288,0,-0.0026288,-0.0026288,0,-0.0026288,-1.301e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,B-L-S-A4-s0,B,-0.0026288,0,-0.0026288,-0.0026288,0,-0.0026288,-1.301e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,B-M-L-A4-s0,B,-0.0061113,0,-0.0061113,-0.0061113,0,-0.0061113,-4.3368e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,B-M-L-A4-s0,B,-0.0061113,0,-0.0061113,-0.0061113,0,-0.0061113,-4.3368e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,B-M-M-A4-s0,B,-0.0060212,0,-0.0060212,-0.0060212,0,-0.0060212,-5.2042e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,B-M-M-A4-s0,B,-0.0060212,0,-0.0060212,-0.0060212,0,-0.0060212,-5.2042e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,B-M-S-A4-s0,B,-0.0057645,0,-0.0057645,-0.0057645,0,-0.0057645,-5.2042e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,B-M-S-A4-s0,B,-0.0057645,0,-0.0057645,-0.0057645,0,-0.0057645,-5.2042e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,C-H-L-A4-s0,C,-0.0058254,0,-0.0058254,-0.0058254,0,-0.0058254,3.4694e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,C-H-L-A4-s0,C,-0.0058254,0,-0.0058254,-0.0058254,0,-0.0058254,3.4694e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,C-H-M-A4-s0,C,-0.0048807,0,-0.0048807,-0.0048807,0,-0.0048807,1.7347e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,C-H-M-A4-s0,C,-0.0048807,0,-0.0048807,-0.0048807,0,-0.0048807,1.7347e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,C-H-S-A4-s0,C,-0.0043936,0,-0.0043936,-0.0043936,0,-0.0043936,2.6021e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,C-H-S-A4-s0,C,-0.0043936,0,-0.0043936,-0.0043936,0,-0.0043936,2.6021e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,C-L-L-A4-s0,C,-0.0024812,0,-0.0024812,-0.0024812,0,-0.0024812,1.7347e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,C-L-L-A4-s0,C,-0.0024812,0,-0.0024812,-0.0024812,0,-0.0024812,1.7347e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,C-L-M-A4-s0,C,-0.0019106,0,-0.0019106,-0.0019106,0,-0.0019106,-1.7347e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,C-L-M-A4-s0,C,-0.0019106,0,-0.0019106,-0.0019106,0,-0.0019106,-1.7347e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,C-L-S-A4-s0,C,-0.0016799,0,-0.0016799,-0.0016799,0,-0.0016799,6.5052e-19,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,C-L-S-A4-s0,C,-0.0016799,0,-0.0016799,-0.0016799,0,-0.0016799,6.5052e-19,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,C-M-L-A4-s0,C,-0.0040429,0,-0.0040429,-0.0040429,0,-0.0040429,-8.6736e-19,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,C-M-L-A4-s0,C,-0.0040429,0,-0.0040429,-0.0040429,0,-0.0040429,-8.6736e-19,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,C-M-M-A4-s0,C,-0.0033989,0,-0.0033989,-0.0033989,0,-0.0033989,-1.7347e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,C-M-M-A4-s0,C,-0.0033989,0,-0.0033989,-0.0033989,0,-0.0033989,-1.7347e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,C-M-S-A4-s0,C,-0.0029217,0,-0.0029217,-0.0029217,0,-0.0029217,-3.0358e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,C-M-S-A4-s0,C,-0.0029217,0,-0.0029217,-0.0029217,0,-0.0029217,-3.0358e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,D-H-L-A4-s0,D,0.0070277,0.010393,0.0074711,0.017864,-0.010836,0.015683,-0.0086554,0.85945
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,D-H-L-A4-s0,D,-0.0011891,0.0027727,-0.00074574,0.0020269,-0.003216,0.0021024,-0.0032915,0.85945
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,D-H-M-A4-s0,D,0.0043135,0.00729,0.0048719,0.012162,-0.0078484,0.010918,-0.0066048,0.88615
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,D-H-M-A4-s0,D,-0.0018194,0.0016391,-0.0012611,0.00037804,-0.0021975,0.00047021,-0.0022896,0.88615
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,D-H-S-A4-s0,D,0.0020482,0.0043787,0.0023804,0.0067591,-0.0047109,0.0062319,-0.0041837,0.84971
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,D-H-S-A4-s0,D,-0.001961,0.00076505,-0.0016288,-0.00086377,-0.0010972,-0.0007847,-0.0011763,0.84971
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,D-L-L-A4-s0,D,0.0048581,0.0066997,0.0055162,0.012216,-0.0073579,0.010237,-0.0053793,0.93114
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,D-L-L-A4-s0,D,-0.00086853,0.0015695,-0.00021033,0.0013592,-0.0022277,0.0013846,-0.0022532,0.93114
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,D-L-M-A4-s0,D,0.0028732,0.0046103,0.0035219,0.0081322,-0.0052589,0.0070683,-0.004195,0.92191
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,D-L-M-A4-s0,D,-0.001305,0.00091407,-0.00065633,0.00025774,-0.0015627,0.00031187,-0.0016169,0.92191
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,D-L-S-A4-s0,D,0.0014856,0.0027983,0.0021225,0.0049208,-0.0034353,0.0042896,-0.0028041,0.90494
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,D-L-S-A4-s0,D,-0.0014003,0.00030793,-0.00076332,-0.00045539,-0.00094491,-0.00041937,-0.00098094,0.90494
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,D-M-L-A4-s0,D,0.0043461,0.0066997,0.0050043,0.011704,-0.0073579,0.01026,-0.0059142,0.93114
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,D-M-L-A4-s0,D,-0.0013805,0.0015695,-0.00072231,0.00084718,-0.0022277,0.00091197,-0.0022925,0.93114
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,D-M-M-A4-s0,D,0.0040288,0.0063737,0.0045872,0.010961,-0.0069321,0.0096466,-0.0056178,0.83964
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,D-M-M-A4-s0,D,-0.0013457,0.0014812,-0.00078735,0.00069389,-0.0020396,0.00076301,-0.0021087,0.83964
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,D-M-S-A4-s0,D,0.0020173,0.003858,0.0026287,0.0064867,-0.0044694,0.0058085,-0.0037912,0.86962
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,D-M-S-A4-s0,D,-0.0016482,0.0005881,-0.0010368,-0.00044868,-0.0011995,-0.00039466,-0.0012535,0.86962
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,E-H-L-A4-s0,E,0.074252,0.03965,0.056634,0.096284,-0.022032,0.080575,-0.0063234,0.69139
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,E-H-L-A4-s0,E,0.010165,0.014017,-0.0074535,0.006564,0.0036006,0.0078888,0.0022758,0.69139
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,E-H-M-A4-s0,E,0.068402,0.031668,0.053967,0.085635,-0.017233,0.072779,-0.0043769,0.69111
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,E-H-M-A4-s0,E,0.0078235,0.011325,-0.0066113,0.0047134,0.0031101,0.0057482,0.0020753,0.69111
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,E-H-S-A4-s0,E,0.073248,0.035956,0.05736,0.093316,-0.020068,0.079623,-0.0063751,0.62282
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,E-H-S-A4-s0,E,0.0055655,0.011679,-0.010323,0.0013561,0.0042094,0.0028096,0.0027558,0.62282
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,E-L-L-A4-s0,E,0.028409,0.016826,0.020472,0.037297,-0.0088885,0.031002,-0.002593,0.72573
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,E-L-L-A4-s0,E,0.0046894,0.0060859,-0.0032477,0.0028382,0.0018512,0.0034759,0.0012135,0.72573
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,E-L-M-A4-s0,E,0.023054,0.012875,0.01759,0.030465,-0.0074116,0.025693,-0.002639,0.71103
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,E-L-M-A4-s0,E,0.002841,0.004326,-0.0026229,0.0017031,0.0011379,0.0021196,0.00072139,0.71103
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,E-L-S-A4-s0,E,0.023445,0.012149,0.017984,0.030133,-0.0066877,0.025509,-0.002064,0.61649
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,E-L-S-A4-s0,E,0.0020211,0.0039543,-0.0034398,0.00051449,0.0015066,0.0010411,0.00097996,0.61649
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,E-M-L-A4-s0,E,0.050312,0.026874,0.038874,0.065748,-0.015436,0.055133,-0.0048211,0.74212
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,E-M-L-A4-s0,E,0.0068297,0.0094168,-0.0046084,0.0048084,0.0020213,0.0055984,0.0012313,0.74212
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,E-M-M-A4-s0,E,0.043527,0.019023,0.035083,0.054105,-0.010579,0.046415,-0.0028885,0.70798
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,E-M-M-A4-s0,E,0.0041796,0.0064523,-0.0042645,0.0021879,0.0019918,0.0027679,0.0014117,0.70798
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,E-M-S-A4-s0,E,0.052004,0.022951,0.041971,0.064922,-0.012918,0.055676,-0.0036721,0.64569
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,E-M-S-A4-s0,E,0.0034867,0.0073573,-0.0065465,0.00081081,0.0026759,0.001676,0.0018108,0.64569
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,F-H-L-A4-s0,F,1.1529,1.1494,0.85614,2.0055,-0.85256,1.1643,-0.011361,0.036405
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,F-H-L-A4-s0,F,0.41589,0.41986,0.11909,0.53895,-0.12306,0.4234,-0.0075114,0.036405
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,F-H-M-A4-s0,F,1.1596,1.1539,0.8607,2.0146,-0.85508,1.1708,-0.011216,0.04989
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,F-H-M-A4-s0,F,0.41275,0.41791,0.1139,0.53181,-0.11906,0.42115,-0.0084017,0.04989
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,F-H-S-A4-s0,F,1.1255,1.1183,0.84689,1.9652,-0.83969,1.1378,-0.01231,0.071857
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,F-H-S-A4-s0,F,0.40262,0.40898,0.124,0.53299,-0.13036,0.41275,-0.010126,0.071857
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,F-L-L-A4-s0,F,0.55117,0.54764,0.29745,0.84509,-0.29392,0.55824,-0.0070653,0.034394
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,F-L-L-A4-s0,F,0.20492,0.20884,-0.048803,0.16004,0.044878,0.20603,-0.001113,0.034394
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,F-L-M-A4-s0,F,0.49924,0.49484,0.23416,0.729,-0.22976,0.50362,-0.0043738,0.043186
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,F-L-M-A4-s0,F,0.18818,0.19236,-0.076895,0.11547,0.072715,0.18832,-0.00013424,0.043186
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,F-L-S-A4-s0,F,0.41147,0.40578,0.20722,0.613,-0.20153,0.41593,-0.0044569,0.064998
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,F-L-S-A4-s0,F,0.15173,0.15667,-0.052522,0.10415,0.047582,0.15344,-0.0017116,0.064998
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,F-M-L-A4-s0,F,0.72377,0.72024,0.47005,1.1903,-0.46652,0.73308,-0.0093103,0.034419
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,F-M-L-A4-s0,F,0.23618,0.24011,-0.017539,0.22257,0.013614,0.23922,-0.0030397,0.034419
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,F-M-M-A4-s0,F,0.74936,0.74386,0.4848,1.2287,-0.47931,0.75817,-0.008814,0.04444
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,F-M-M-A4-s0,F,0.24133,0.24639,-0.023225,0.22317,0.018161,0.24531,-0.0039802,0.04444
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,F-M-S-A4-s0,F,0.69617,0.6887,0.44398,1.1327,-0.43652,0.70548,-0.0093146,0.067714
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,F-M-S-A4-s0,F,0.22317,0.2297,-0.029015,0.20068,0.022492,0.22813,-0.0049622,0.067714
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,G-H-L-A4-s0,G,-0.0016024,0,-0.0016024,-0.0016024,0,-0.0016024,1.301e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,G-H-L-A4-s0,G,-0.0016024,0,-0.0016024,-0.0016024,0,-0.0016024,1.301e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,G-H-M-A4-s0,G,-0.0021573,0,-0.0021573,-0.0021573,0,-0.0021573,-4.3368e-19,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,G-H-M-A4-s0,G,-0.0021573,0,-0.0021573,-0.0021573,0,-0.0021573,-4.3368e-19,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,G-H-S-A4-s0,G,-0.0018649,0,-0.0018649,-0.0018649,0,-0.0018649,-1.0842e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,G-H-S-A4-s0,G,-0.0018649,0,-0.0018649,-0.0018649,0,-0.0018649,-1.0842e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,G-L-L-A4-s0,G,-0.0010381,0,-0.0010381,-0.0010381,0,-0.0010381,-8.6736e-19,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,G-L-L-A4-s0,G,-0.0010381,0,-0.0010381,-0.0010381,0,-0.0010381,-8.6736e-19,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,G-L-M-A4-s0,G,-0.00078171,0,-0.00078171,-0.00078171,0,-0.00078171,-2.1684e-19,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,G-L-M-A4-s0,G,-0.00078171,0,-0.00078171,-0.00078171,0,-0.00078171,-2.1684e-19,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,G-L-S-A4-s0,G,-0.00056776,0,-0.00056776,-0.00056776,0,-0.00056776,1.0842e-19,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,G-L-S-A4-s0,G,-0.00056776,0,-0.00056776,-0.00056776,0,-0.00056776,1.0842e-19,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,G-M-L-A4-s0,G,-0.0010381,0,-0.0010381,-0.0010381,0,-0.0010381,-8.6736e-19,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,G-M-L-A4-s0,G,-0.0010381,0,-0.0010381,-0.0010381,0,-0.0010381,-8.6736e-19,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,G-M-M-A4-s0,G,-0.0013672,0,-0.0013672,-0.0013672,0,-0.0013672,6.5052e-19,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,G-M-M-A4-s0,G,-0.0013672,0,-0.0013672,-0.0013672,0,-0.0013672,6.5052e-19,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,G-M-S-A4-s0,G,-0.0012052,0,-0.0012052,-0.0012052,0,-0.0012052,-1.0842e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,G-M-S-A4-s0,G,-0.0012052,0,-0.0012052,-0.0012052,0,-0.0012052,-1.0842e-18,1
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,H-H-L-A4-s0,H,0.0011476,0.005438,0.0011508,0.0065888,-0.0054412,0.0064452,-0.0052976,0.93896
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,H-H-L-A4-s0,H,0.0011476,0.005438,0.0011508,0.0065888,-0.0054412,0.0064452,-0.0052976,0.93896
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,H-H-M-A4-s0,H,0.00016103,0.0037721,0.00018439,0.0039565,-0.0037955,0.0039371,-0.0037761,0.96341
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,H-H-M-A4-s0,H,0.00016103,0.0037721,0.00018439,0.0039565,-0.0037955,0.0039371,-0.0037761,0.96341
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,H-H-S-A4-s0,H,-0.0012342,0.0023064,-0.00085789,0.0014485,-0.0026826,0.0015085,-0.0027427,0.92397
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,H-H-S-A4-s0,H,-0.0012342,0.0023064,-0.00085789,0.0014485,-0.0026826,0.0015085,-0.0027427,0.92397
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,H-L-L-A4-s0,H,0.0034477,0.005438,0.003451,0.0088889,-0.0054412,0.0080754,-0.0046277,0.85591
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,H-L-L-A4-s0,H,0.0034477,0.005438,0.003451,0.0088889,-0.0054412,0.0080754,-0.0046277,0.85591
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,H-L-M-A4-s0,H,0.0022308,0.0037721,0.0022542,0.0060263,-0.0037955,0.0055372,-0.0033064,0.90516
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,H-L-M-A4-s0,H,0.0022308,0.0037721,0.0022542,0.0060263,-0.0037955,0.0055372,-0.0033064,0.90516
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,H-L-S-A4-s0,H,0.00088081,0.0023064,0.0012571,0.0035634,-0.0026826,0.0033533,-0.0024725,0.78286
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,H-L-S-A4-s0,H,0.00088081,0.0023064,0.0012571,0.0035634,-0.0026826,0.0033533,-0.0024725,0.78286
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,H-M-L-A4-s0,H,0.0024077,0.005438,0.0024109,0.0078489,-0.0054412,0.0074435,-0.0050358,0.91125
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,H-M-L-A4-s0,H,0.0024077,0.005438,0.0024109,0.0078489,-0.0054412,0.0074435,-0.0050358,0.91125
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,H-M-M-A4-s0,H,0.0012598,0.0037721,0.0012831,0.0050553,-0.0037955,0.0048696,-0.0036098,0.94391
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,H-M-M-A4-s0,H,0.0012598,0.0037721,0.0012831,0.0050553,-0.0037955,0.0048696,-0.0036098,0.94391
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,H-M-S-A4-s0,H,-0.00013793,0.0023064,0.00023833,0.0025447,-0.0026826,0.0025208,-0.0026587,0.88667
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,H-M-S-A4-s0,H,-0.00013793,0.0023064,0.00023834,0.0025447,-0.0026826,0.0025208,-0.0026587,0.88667
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,I-H-L-A4-s0,I,0.24164,0,0.24164,0.24164,0,0.24164,0,0.6
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,I-H-L-A4-s0,I,-0.0058275,0,-0.0058275,-0.0058275,0,-0.0058275,3.4694e-18,0.6
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,I-H-M-A4-s0,I,0.24496,0,0.24496,0.24496,0,0.24496,0,0.6
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,I-H-M-A4-s0,I,0.00094076,0,0.00094076,0.00094076,0,0.00094076,-7.6978e-18,0.6
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,I-H-S-A4-s0,I,0.22286,0,0.22286,0.22286,0,0.22286,2.7756e-17,0.6
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,I-H-S-A4-s0,I,-0.0013677,0,-0.0013677,-0.0013677,0,-0.0013677,1.9516e-18,0.6
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,I-L-L-A4-s0,I,0.098469,0,0.098469,0.098469,0,0.098469,1.3878e-17,0.6
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,I-L-L-A4-s0,I,-0.0013649,0,-0.0013649,-0.0013649,0,-0.0013649,5.421e-18,0.6
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,I-L-M-A4-s0,I,0.083571,0,0.083571,0.083571,0,0.083571,0,0.6
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,I-L-M-A4-s0,I,-0.0059603,0,-0.0059603,-0.0059603,0,-0.0059603,-6.0715e-18,0.6
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,I-L-S-A4-s0,I,0.073761,0,0.073761,0.073761,0,0.073761,0,0.6
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,wd,I-L-S-A4-s0,I,-0.0028488,0,-0.0028488,-0.0028488,0,-0.0028488,2.1684e-18,0.6
INT_OUTLINE+BW,OUTLINE_ONLY,BW_SEMANTIC,ttc,I-M-L-A4-s0,I,0.15917,0,0.15917,0.15917,0,0.15917,2.7756e-17,0.6
