mode,dpi,colour,style,width_mm,colour_after,width_after_mm,nominal_tone,g0_continuity,g0_peak_tone_median,raster_fidelity,rendered_wcag_cr,nominal_wcag_cr,tone_per_mm,pc1_continuity,pc1_peak_tone_median,pc2_continuity,pc2_peak_tone_median,pc3_continuity,pc3_peak_tone_median
GRAYSCALE,600,black,dashed,0.25,#1a1a1a,0.25,0.898039,1,0.898039,1,17.4043,17.4043,0.218793,1,0.745406,1,0.582605,1,0.452146
GRAYSCALE,600,black,dashed,0.35,#1a1a1a,0.35,0.898039,1,0.898039,1,17.4043,17.4043,0.313952,1,0.911379,1,0.823357,1,0.738949
GRAYSCALE,600,black,dashed,0.5,#1a1a1a,0.5,0.898039,1,0.898039,1,17.4043,17.4043,0.446895,1,1,1,1,1,1
GRAYSCALE,600,black,dashed,0.75,#1a1a1a,0.75,0.898039,1,0.898039,1,17.4043,17.4043,0.675038,1,1,1,1,1,1
GRAYSCALE,600,guide_grey,solid,0.05,#9e9e9e,0.05,0.380392,1,0.284921,0.74902,2.02787,2.67916,0.0202282,0,0.0756728,0,0.0757957,0,0.0760577
GRAYSCALE,600,guide_grey,solid,0.1,#9e9e9e,0.1,0.380392,1,0.380392,1,2.67916,2.67916,0.0403731,0.00197573,0.0886124,0,0.0759812,0,0.0754296
GRAYSCALE,600,guide_grey,solid,0.18,#9e9e9e,0.18,0.380392,1,0.380392,1,2.67916,2.67916,0.068538,0.95851,0.185958,0.000282247,0.0763196,0,0.0757684
GRAYSCALE,600,guide_grey,solid,0.25,#9e9e9e,0.25,0.380392,1,0.380392,1,2.67916,2.67916,0.0926828,1,0.255444,0.0268134,0.10524,0,0.0751805
GRAYSCALE,600,guide_grey,solid,0.35,#9e9e9e,0.35,0.380392,1,0.380392,1,2.67916,2.67916,0.132826,1,0.328628,0.996613,0.203941,0.00141123,0.0820261
GRAYSCALE,600,guide_grey,solid,0.5,#9e9e9e,0.5,0.380392,1,0.380392,1,2.67916,2.67916,0.193239,1,0.372602,1,0.293486,0.971493,0.186376
GRAYSCALE,600,guide_grey,solid,0.75,#9e9e9e,0.75,0.380392,1,0.380392,1,2.67916,2.67916,0.285817,1,0.391619,1,0.341811,1,0.272834
GRAYSCALE,600,guide_grey,dashed,0.05,#9e9e9e,0.05,0.380392,1,0.380392,1,2.67916,2.67916,0.0201032,0,0.0749707,0,0.0757008,0,0.0760464
GRAYSCALE,600,guide_grey,dashed,0.1,#9e9e9e,0.1,0.380392,1,0.380392,1,2.67916,2.67916,0.0363946,0,0.0809568,0,0.0744497,0,0.0752531
GRAYSCALE,600,guide_grey,dashed,0.18,#9e9e9e,0.18,0.380392,1,0.380392,1,2.67916,2.67916,0.068413,0.96649,0.189149,0,0.0761876,0,0.0752447
GRAYSCALE,600,guide_grey,dashed,0.25,#9e9e9e,0.25,0.380392,1,0.380392,1,2.67916,2.67916,0.0966196,1,0.268607,0.0834803,0.118515,0,0.0751758
GRAYSCALE,600,guide_grey,dashed,0.35,#9e9e9e,0.35,0.380392,1,0.380392,1,2.67916,2.67916,0.132826,1,0.330415,0.995885,0.203508,0,0.0814667
GRAYSCALE,600,guide_grey,dashed,0.5,#9e9e9e,0.5,0.380392,1,0.380392,1,2.67916,2.67916,0.189302,1,0.369965,1,0.286433,0.91358,0.178226
GRAYSCALE,600,guide_grey,dashed,0.75,#9e9e9e,0.75,0.380392,1,0.380392,1,2.67916,2.67916,0.281755,1,0.391269,1,0.339912,1,0.270022
GRAYSCALE,600,trace_grey,solid,0.05,#c4c4c4,0.05,0.231373,1,0.231373,1,1.74415,1.74415,0.0122947,0,0.0756756,0,0.0757769,0,0.0755497
GRAYSCALE,600,trace_grey,solid,0.1,#c4c4c4,0.1,0.231373,1,0.231373,1,1.74415,1.74415,0.0220895,0,0.0755726,0,0.0755197,0,0.0755099
GRAYSCALE,600,trace_grey,solid,0.18,#c4c4c4,0.18,0.231373,1,0.231373,1,1.74415,1.74415,0.0416791,0.00225797,0.0845975,0,0.076013,0,0.075874
GRAYSCALE,600,trace_grey,solid,0.25,#c4c4c4,0.25,0.231373,1,0.231373,1,1.74415,1.74415,0.0588103,0.118826,0.122871,0,0.0754133,0,0.0759231
GRAYSCALE,600,trace_grey,solid,0.35,#c4c4c4,0.35,0.231373,1,0.231373,1,1.74415,1.74415,0.0808998,0.720294,0.161636,0,0.0758909,0,0.0753118
GRAYSCALE,600,trace_grey,solid,0.5,#c4c4c4,0.5,0.231373,1,0.231373,1,1.74415,1.74415,0.115242,0.991815,0.190419,0.00169348,0.0857893,0,0.0760749
GRAYSCALE,600,trace_grey,solid,0.75,#c4c4c4,0.75,0.231373,1,0.231373,1,1.74415,1.74415,0.173848,1,0.207794,0.045724,0.114915,0,0.0757983
GRAYSCALE,600,trace_grey,dashed,0.05,#c4c4c4,0.05,0.231373,0,0.118108,0.510468,1.30769,1.74415,0.00999984,0,0.0752784,0,0.0751517,0,0.0751851
GRAYSCALE,600,trace_grey,dashed,0.1,#c4c4c4,0.1,0.231373,1,0.231373,1,1.74415,1.74415,0.0220895,0,0.0756739,0,0.0762563,0.000587889,0.075345
GRAYSCALE,600,trace_grey,dashed,0.18,#c4c4c4,0.18,0.231373,1,0.231373,1,1.74415,1.74415,0.0418841,0.00176367,0.0850652,0,0.0760173,0,0.0759955
GRAYSCALE,600,trace_grey,dashed,0.25,#c4c4c4,0.25,0.231373,1,0.231373,1,1.74415,1.74415,0.0589737,0.131687,0.123294,0,0.0758778,0,0.0754713
GRAYSCALE,600,trace_grey,dashed,0.35,#c4c4c4,0.35,0.231373,1,0.231373,1,1.74415,1.74415,0.0833581,0.814227,0.167007,0,0.0756578,0,0.0743741
GRAYSCALE,600,trace_grey,dashed,0.5,#c4c4c4,0.5,0.231373,1,0.231373,1,1.74415,1.74415,0.115242,0.994121,0.191122,0.00117578,0.0864193,0,0.0754247
GRAYSCALE,600,trace_grey,dashed,0.75,#c4c4c4,0.75,0.231373,1,0.231373,1,1.74415,1.74415,0.174011,1,0.207312,0.0329218,0.113957,0,0.0750601
BW_THRESHOLD,150,black,solid,0.05,#1a1a1a,0.05,0.898039,0,0,0,1,17.4043,0,0,0.0585786,0,0.0592837,0,0.0592497
BW_THRESHOLD,150,black,solid,0.1,#1a1a1a,0.1,0.898039,0,0,0,1,17.4043,0,0,0.0608934,0,0.0594257,0,0.0593345
BW_THRESHOLD,150,black,solid,0.18,#1a1a1a,0.18,0.898039,1,1,1.11354,21,17.4043,0.169333,1,0.717494,1,0.51134,1,0.339441
BW_THRESHOLD,150,black,solid,0.25,#1a1a1a,0.25,0.898039,1,1,1.11354,21,17.4043,0.169333,1,0.718317,1,0.512598,1,0.339274
BW_THRESHOLD,150,black,solid,0.35,#1a1a1a,0.35,0.898039,1,1,1.11354,21,17.4043,0.338667,1,0.933738,1,0.866097,1,0.807514
BW_THRESHOLD,150,black,solid,0.5,#1a1a1a,0.5,0.898039,1,1,1.11354,21,17.4043,0.338667,1,0.9364,1,0.868229,1,0.807338
BW_THRESHOLD,150,black,solid,0.75,#1a1a1a,0.75,0.898039,1,1,1.11354,21,17.4043,0.677333,1,1,1,1,1,1
BW_THRESHOLD,150,black,dashed,0.05,#1a1a1a,0.05,0.898039,0,0,0,1,17.4043,0,0,0.0596872,0,0.059827,0,0.0591616
BW_THRESHOLD,150,black,dashed,0.1,#1a1a1a,0.1,0.898039,0,0,0,1,17.4043,0,0,0.0590999,0,0.0594759,0,0.0589818
BW_THRESHOLD,150,black,dashed,0.18,#1a1a1a,0.18,0.898039,1,1,1.11354,21,17.4043,0.169333,1,0.714821,1,0.508055,0.997647,0.331159
BW_THRESHOLD,150,black,dashed,0.25,#1a1a1a,0.25,0.898039,1,1,1.11354,21,17.4043,0.338667,1,0.935453,1,0.863386,1,0.801672
BW_THRESHOLD,150,black,dashed,0.35,#1a1a1a,0.35,0.898039,1,1,1.11354,21,17.4043,0.338667,1,0.934763,1,0.86746,1,0.805449
BW_THRESHOLD,150,black,dashed,0.5,#1a1a1a,0.5,0.898039,1,1,1.11354,21,17.4043,0.508,1,1,1,0.99774,1,0.999865
BW_THRESHOLD,150,black,dashed,0.75,#1a1a1a,0.75,0.898039,1,1,1.11354,21,17.4043,0.677333,1,1,1,1,1,1
BW_THRESHOLD,150,guide_grey,solid,0.05,#9e9e9e,0.05,0.380392,0,0,0,1,2.67916,0,0,0.0588983,0,0.0593407,0,0.0593731
BW_THRESHOLD,150,guide_grey,solid,0.1,#9e9e9e,0.1,0.380392,0,0,0,1,2.67916,0,0,0.0596067,0,0.0598063,0,0.0597838
BW_THRESHOLD,150,guide_grey,solid,0.18,#9e9e9e,0.18,0.380392,0,0,0,1,2.67916,0,0,0.060625,0,0.0586674,0,0.0605536
BW_THRESHOLD,150,guide_grey,solid,0.25,#9e9e9e,0.25,0.380392,0,0,0,1,2.67916,0,0,0.0591815,0,0.0595502,0,0.0594261
BW_THRESHOLD,150,guide_grey,solid,0.35,#9e9e9e,0.35,0.380392,0,0,0,1,2.67916,0,0,0.0597172,0,0.0597607,0,0.0586326
BW_THRESHOLD,150,guide_grey,solid,0.5,#9e9e9e,0.5,0.380392,0,0,0,1,2.67916,0,0,0.0598993,0,0.0595365,0,0.0600549
BW_THRESHOLD,150,guide_grey,solid,0.75,#9e9e9e,0.75,0.380392,0,0,0,1,2.67916,0,0,0.0589868,0,0.0593499,0,0.0601283
BW_THRESHOLD,150,guide_grey,dashed,0.05,#9e9e9e,0.05,0.380392,0,0,0,1,2.67916,0,0,0.0603064,0,0.0588763,0,0.0596715
BW_THRESHOLD,150,guide_grey,dashed,0.1,#9e9e9e,0.1,0.380392,0,0,0,1,2.67916,0,0,0.0607338,0,0.0595053,0,0.0609766
BW_THRESHOLD,150,guide_grey,dashed,0.18,#9e9e9e,0.18,0.380392,0,0,0,1,2.67916,0,0,0.0594599,0,0.0590025,0,0.0604817
BW_THRESHOLD,150,guide_grey,dashed,0.25,#9e9e9e,0.25,0.380392,0,0,0,1,2.67916,0,0,0.0602368,0,0.0601965,0,0.059771
BW_THRESHOLD,150,guide_grey,dashed,0.35,#9e9e9e,0.35,0.380392,0,0,0,1,2.67916,0,0,0.0585251,0,0.0586157,0,0.0596933
BW_THRESHOLD,150,guide_grey,dashed,0.5,#9e9e9e,0.5,0.380392,0,0,0,1,2.67916,0,0,0.0593121,0,0.0607744,0,0.0605882
BW_THRESHOLD,150,guide_grey,dashed,0.75,#9e9e9e,0.75,0.380392,0,0,0,1,2.67916,0,0,0.0599258,0,0.0601774,0,0.0588583
BW_THRESHOLD,150,trace_grey,solid,0.05,#c4c4c4,0.05,0.231373,0,0,0,1,1.74415,0,0,0.059597,0,0.0590736,0,0.0582192
BW_THRESHOLD,150,trace_grey,solid,0.1,#c4c4c4,0.1,0.231373,0,0,0,1,1.74415,0,0,0.0592964,0,0.0590727,0,0.0592754
BW_THRESHOLD,150,trace_grey,solid,0.18,#c4c4c4,0.18,0.231373,0,0,0,1,1.74415,0,0,0.0602672,0,0.0595202,0,0.0603814
BW_THRESHOLD,150,trace_grey,solid,0.25,#c4c4c4,0.25,0.231373,0,0,0,1,1.74415,0,0,0.0603801,0,0.0609196,0,0.0608604
BW_THRESHOLD,150,trace_grey,solid,0.35,#c4c4c4,0.35,0.231373,0,0,0,1,1.74415,0,0,0.0596606,0,0.0597441,0,0.0590753
BW_THRESHOLD,150,trace_grey,solid,0.5,#c4c4c4,0.5,0.231373,0,0,0,1,1.74415,0,0,0.0593872,0,0.0602847,0,0.0598593
BW_THRESHOLD,150,trace_grey,solid,0.75,#c4c4c4,0.75,0.231373,0,0,0,1,1.74415,0,0,0.0587991,0,0.0587096,0,0.0588528
BW_THRESHOLD,150,trace_grey,dashed,0.05,#c4c4c4,0.05,0.231373,0,0,0,1,1.74415,0,0,0.0586855,0,0.0607513,0,0.0600438
BW_THRESHOLD,150,trace_grey,dashed,0.1,#c4c4c4,0.1,0.231373,0,0,0,1,1.74415,0,0,0.0588382,0,0.0599424,0,0.059357
BW_THRESHOLD,150,trace_grey,dashed,0.18,#c4c4c4,0.18,0.231373,0,0,0,1,1.74415,0,0,0.0610458,0,0.057979,0,0.0606163
BW_THRESHOLD,150,trace_grey,dashed,0.25,#c4c4c4,0.25,0.231373,0,0,0,1,1.74415,0,0,0.0604975,0,0.0582949,0,0.0593607
BW_THRESHOLD,150,trace_grey,dashed,0.35,#c4c4c4,0.35,0.231373,0,0,0,1,1.74415,0,0,0.0594475,0,0.0601787,0,0.0597726
BW_THRESHOLD,150,trace_grey,dashed,0.5,#c4c4c4,0.5,0.231373,0,0,0,1,1.74415,0,0,0.0595989,0,0.0609467,0,0.0612984
BW_THRESHOLD,150,trace_grey,dashed,0.75,#c4c4c4,0.75,0.231373,0,0,0,1,1.74415,0,0,0.0602019,0,0.0590791,0,0.0616632
BW_THRESHOLD,300,black,solid,0.05,#1a1a1a,0.05,0.898039,0,0,0,1,17.4043,0,0,0.0677879,0,0.0679934,0,0.0679186
BW_THRESHOLD,300,black,solid,0.1,#1a1a1a,0.1,0.898039,1,1,1.11354,21,17.4043,0.0846667,1,0.297693,0.0705816,0.107776,0,0.0686205
BW_THRESHOLD,300,black,solid,0.18,#1a1a1a,0.18,0.898039,1,1,1.11354,21,17.4043,0.169333,1,0.607796,1,0.423631,1,0.281149
BW_THRESHOLD,300,black,solid,0.25,#1a1a1a,0.25,0.898039,1,1,1.11354,21,17.4043,0.254,1,0.886592,1,0.715203,1,0.590631
BW_THRESHOLD,300,black,solid,0.35,#1a1a1a,0.35,0.898039,1,1,1.11354,21,17.4043,0.338667,1,1,1,0.909308,1,0.833296
BW_THRESHOLD,300,black,solid,0.5,#1a1a1a,0.5,0.898039,1,1,1.11354,21,17.4043,0.508,1,1,1,1,1,1
BW_THRESHOLD,300,black,solid,0.75,#1a1a1a,0.75,0.898039,1,1,1.11354,21,17.4043,0.762,1,1,1,1,1,1
BW_THRESHOLD,300,black,dashed,0.05,#1a1a1a,0.05,0.898039,0,0,0,1,17.4043,0,0,0.0675224,0,0.0675962,0,0.0681113
BW_THRESHOLD,300,black,dashed,0.1,#1a1a1a,0.1,0.898039,1,1,1.11354,21,17.4043,0.0846667,1,0.296369,0.06,0.10611,0,0.067139
BW_THRESHOLD,300,black,dashed,0.18,#1a1a1a,0.18,0.898039,1,1,1.11354,21,17.4043,0.169333,1,0.610376,1,0.426127,1,0.280593
BW_THRESHOLD,300,black,dashed,0.25,#1a1a1a,0.25,0.898039,1,1,1.11354,21,17.4043,0.254,1,0.886978,1,0.712708,1,0.581883
BW_THRESHOLD,300,black,dashed,0.35,#1a1a1a,0.35,0.898039,1,1,1.11354,21,17.4043,0.338667,1,1,1,0.907486,1,0.831607
BW_THRESHOLD,300,black,dashed,0.5,#1a1a1a,0.5,0.898039,1,1,1.11354,21,17.4043,0.508,1,1,1,1,1,1
BW_THRESHOLD,300,black,dashed,0.75,#1a1a1a,0.75,0.898039,1,1,1.11354,21,17.4043,0.762,1,1,1,1,1,1
BW_THRESHOLD,300,guide_grey,solid,0.05,#9e9e9e,0.05,0.380392,0,0,0,1,2.67916,0,0,0.0677143,0.000564653,0.0678838,0,0.067977
BW_THRESHOLD,300,guide_grey,solid,0.1,#9e9e9e,0.1,0.380392,0,0,0,1,2.67916,0,0,0.068078,0,0.0681815,0,0.067998
BW_THRESHOLD,300,guide_grey,solid,0.18,#9e9e9e,0.18,0.380392,0,0,0,1,2.67916,0,0,0.0682268,0,0.06785,0,0.0681803
BW_THRESHOLD,300,guide_grey,solid,0.25,#9e9e9e,0.25,0.380392,0,0,0,1,2.67916,0,0,0.0681039,0,0.0682502,0,0.0684334
BW_THRESHOLD,300,guide_grey,solid,0.35,#9e9e9e,0.35,0.380392,0,0,0,1,2.67916,0,0,0.0677431,0,0.0680146,0,0.0679765
BW_THRESHOLD,300,guide_grey,solid,0.5,#9e9e9e,0.5,0.380392,0,0,0,1,2.67916,0,0,0.067295,0,0.0684635,0,0.0677645
BW_THRESHOLD,300,guide_grey,solid,0.75,#9e9e9e,0.75,0.380392,0,0,0,1,2.67916,0,0,0.068207,0,0.067911,0,0.0683775
BW_THRESHOLD,300,guide_grey,dashed,0.05,#9e9e9e,0.05,0.380392,0,0,0,1,2.67916,0,0,0.0682167,0,0.0686555,0,0.0677504
BW_THRESHOLD,300,guide_grey,dashed,0.1,#9e9e9e,0.1,0.380392,0,0,0,1,2.67916,0,0,0.0679751,0,0.0676312,0,0.0678384
BW_THRESHOLD,300,guide_grey,dashed,0.18,#9e9e9e,0.18,0.380392,0,0,0,1,2.67916,0,0,0.0691558,0,0.068829,0,0.067444
BW_THRESHOLD,300,guide_grey,dashed,0.25,#9e9e9e,0.25,0.380392,0,0,0,1,2.67916,0,0,0.0677988,0,0.0680763,0,0.0672595
BW_THRESHOLD,300,guide_grey,dashed,0.35,#9e9e9e,0.35,0.380392,0,0,0,1,2.67916,0,0,0.0688508,0,0.0676332,0,0.0681911
BW_THRESHOLD,300,guide_grey,dashed,0.5,#9e9e9e,0.5,0.380392,0,0,0,1,2.67916,0,0,0.0676371,0,0.0682503,0,0.0686024
BW_THRESHOLD,300,guide_grey,dashed,0.75,#9e9e9e,0.75,0.380392,0,0,0,1,2.67916,0,0,0.0685101,0,0.0680786,0,0.0681499
BW_THRESHOLD,300,trace_grey,solid,0.05,#c4c4c4,0.05,0.231373,0,0,0,1,1.74415,0,0,0.0679229,0,0.0678911,0,0.0677853
BW_THRESHOLD,300,trace_grey,solid,0.1,#c4c4c4,0.1,0.231373,0,0,0,1,1.74415,0,0,0.0682442,0,0.068216,0,0.0674759
BW_THRESHOLD,300,trace_grey,solid,0.18,#c4c4c4,0.18,0.231373,0,0,0,1,1.74415,0,0,0.0680116,0,0.0678325,0,0.0684424
BW_THRESHOLD,300,trace_grey,solid,0.25,#c4c4c4,0.25,0.231373,0,0,0,1,1.74415,0,0,0.0686672,0,0.0678565,0,0.0681109
BW_THRESHOLD,300,trace_grey,solid,0.35,#c4c4c4,0.35,0.231373,0,0,0,1,1.74415,0,0,0.0688961,0,0.0682823,0,0.0685107
BW_THRESHOLD,300,trace_grey,solid,0.5,#c4c4c4,0.5,0.231373,0,0,0,1,1.74415,0,0,0.0686794,0,0.0678137,0,0.0675426
BW_THRESHOLD,300,trace_grey,solid,0.75,#c4c4c4,0.75,0.231373,0,0,0,1,1.74415,0,0,0.0685344,0,0.0690235,0,0.0675806
BW_THRESHOLD,300,trace_grey,dashed,0.05,#c4c4c4,0.05,0.231373,0,0,0,1,1.74415,0,0,0.0679899,0,0.0677629,0,0.0675544
BW_THRESHOLD,300,trace_grey,dashed,0.1,#c4c4c4,0.1,0.231373,0,0,0,1,1.74415,0,0,0.0691725,0,0.0670533,0,0.0681407
BW_THRESHOLD,300,trace_grey,dashed,0.18,#c4c4c4,0.18,0.231373,0,0,0,1,1.74415,0,0,0.0684063,0,0.0675459,0,0.0687451
BW_THRESHOLD,300,trace_grey,dashed,0.25,#c4c4c4,0.25,0.231373,0,0,0,1,1.74415,0,0,0.0680618,0,0.0673987,0,0.0690573
BW_THRESHOLD,300,trace_grey,dashed,0.35,#c4c4c4,0.35,0.231373,0,0,0,1,1.74415,0,0,0.0684763,0,0.0679954,0,0.0685737
BW_THRESHOLD,300,trace_grey,dashed,0.5,#c4c4c4,0.5,0.231373,0,0,0,1,1.74415,0,0,0.0684661,0,0.0668512,0,0.0692146
BW_THRESHOLD,300,trace_grey,dashed,0.75,#c4c4c4,0.75,0.231373,0,0,0,1,1.74415,0,0,0.0680247,0,0.0672277,0,0.0683525
BW_THRESHOLD,600,black,solid,0.05,#1a1a1a,0.05,0.898039,1,1,1.11354,21,17.4043,0.0423333,0.0225797,0.10109,0,0.0757961,0,0.0754208
BW_THRESHOLD,600,black,solid,0.1,#1a1a1a,0.1,0.898039,1,1,1.11354,21,17.4043,0.0846667,1,0.295672,0.0753599,0.115883,0,0.0755951
BW_THRESHOLD,600,black,solid,0.18,#1a1a1a,0.18,0.898039,1,1,1.11354,21,17.4043,0.169333,1,0.637021,1,0.440025,1,0.292949
BW_THRESHOLD,600,black,solid,0.25,#1a1a1a,0.25,0.898039,1,1,1.11354,21,17.4043,0.254,1,0.877385,1,0.716299,1,0.594604
BW_THRESHOLD,600,black,solid,0.35,#1a1a1a,0.35,0.898039,1,1,1.11354,21,17.4043,0.338667,1,1,1,0.922948,1,0.845532
BW_THRESHOLD,600,black,solid,0.5,#1a1a1a,0.5,0.898039,1,1,1.11354,21,17.4043,0.465667,1,1,1,1,1,1
BW_THRESHOLD,600,black,solid,0.75,#1a1a1a,0.75,0.898039,1,1,1.11354,21,17.4043,0.719667,1,1,1,1,1,1
BW_THRESHOLD,600,black,dashed,0.05,#1a1a1a,0.05,0.898039,1,1,1.11354,21,17.4043,0.0423333,0.0223398,0.101955,0,0.0758516,0,0.0757561
BW_THRESHOLD,600,black,dashed,0.1,#1a1a1a,0.1,0.898039,1,1,1.11354,21,17.4043,0.0846667,1,0.296259,0.0699588,0.115688,0,0.0751021
BW_THRESHOLD,600,black,dashed,0.18,#1a1a1a,0.18,0.898039,1,1,1.11354,21,17.4043,0.169333,1,0.634676,1,0.438023,1,0.290378
BW_THRESHOLD,600,black,dashed,0.25,#1a1a1a,0.25,0.898039,1,1,1.11354,21,17.4043,0.211667,1,0.769899,1,0.584733,1,0.447381
BW_THRESHOLD,600,black,dashed,0.35,#1a1a1a,0.35,0.898039,1,1,1.11354,21,17.4043,0.338667,1,1,1,0.922937,1,0.843335
BW_THRESHOLD,600,black,dashed,0.5,#1a1a1a,0.5,0.898039,1,1,1.11354,21,17.4043,0.465667,1,1,1,1,1,1
BW_THRESHOLD,600,black,dashed,0.75,#1a1a1a,0.75,0.898039,1,1,1.11354,21,17.4043,0.762,1,1,1,1,1,1
BW_THRESHOLD,600,guide_grey,solid,0.05,#9e9e9e,0.05,0.380392,0,0,0,1,2.67916,0,0,0.0756728,0,0.0757957,0,0.0760577
BW_THRESHOLD,600,guide_grey,solid,0.1,#9e9e9e,0.1,0.380392,0,0,0,1,2.67916,0,0,0.0758822,0,0.0759812,0,0.0754296
BW_THRESHOLD,600,guide_grey,solid,0.18,#9e9e9e,0.18,0.380392,0,0,0,1,2.67916,0,0,0.0755467,0.000282247,0.0761082,0,0.0757684
BW_THRESHOLD,600,guide_grey,solid,0.25,#9e9e9e,0.25,0.380392,0,0,0,1,2.67916,0,0,0.0757525,0,0.0754862,0,0.0751805
BW_THRESHOLD,600,guide_grey,solid,0.35,#9e9e9e,0.35,0.380392,0,0,0,1,2.67916,0,0,0.0757844,0,0.0758766,0,0.0755726
BW_THRESHOLD,600,guide_grey,solid,0.5,#9e9e9e,0.5,0.380392,0,0,0,1,2.67916,0,0,0.0752564,0,0.0755392,0,0.0758954
BW_THRESHOLD,600,guide_grey,solid,0.75,#9e9e9e,0.75,0.380392,0,0,0,1,2.67916,0,0.000282247,0.0755969,0,0.075691,0,0.0752258
BW_THRESHOLD,600,guide_grey,dashed,0.05,#9e9e9e,0.05,0.380392,0,0,0,1,2.67916,0,0,0.0749707,0,0.0757008,0,0.0760464
BW_THRESHOLD,600,guide_grey,dashed,0.1,#9e9e9e,0.1,0.380392,0,0,0,1,2.67916,0,0,0.0757407,0,0.0744497,0,0.0752531
BW_THRESHOLD,600,guide_grey,dashed,0.18,#9e9e9e,0.18,0.380392,0,0,0,1,2.67916,0,0,0.0757214,0,0.0760449,0,0.0752447
BW_THRESHOLD,600,guide_grey,dashed,0.25,#9e9e9e,0.25,0.380392,0,0,0,1,2.67916,0,0,0.0753354,0,0.075385,0,0.0751758
BW_THRESHOLD,600,guide_grey,dashed,0.35,#9e9e9e,0.35,0.380392,0,0,0,1,2.67916,0,0,0.0756487,0,0.0767085,0,0.0751724
BW_THRESHOLD,600,guide_grey,dashed,0.5,#9e9e9e,0.5,0.380392,0,0,0,1,2.67916,0,0,0.0757254,0,0.0762718,0,0.0754088
BW_THRESHOLD,600,guide_grey,dashed,0.75,#9e9e9e,0.75,0.380392,0,0,0,1,2.67916,0,0,0.0754032,0,0.0758212,0,0.0754015
BW_THRESHOLD,600,trace_grey,solid,0.05,#c4c4c4,0.05,0.231373,0,0,0,1,1.74415,0,0,0.0756756,0,0.0757769,0,0.0755497
BW_THRESHOLD,600,trace_grey,solid,0.1,#c4c4c4,0.1,0.231373,0,0,0,1,1.74415,0,0,0.0755726,0,0.0755197,0,0.0755099
BW_THRESHOLD,600,trace_grey,solid,0.18,#c4c4c4,0.18,0.231373,0,0,0,1,1.74415,0,0,0.0759262,0,0.076013,0,0.075874
BW_THRESHOLD,600,trace_grey,solid,0.25,#c4c4c4,0.25,0.231373,0,0,0,1,1.74415,0,0,0.0761462,0,0.0754133,0,0.0759231
BW_THRESHOLD,600,trace_grey,solid,0.35,#c4c4c4,0.35,0.231373,0,0,0,1,1.74415,0,0,0.0755813,0,0.0757865,0,0.0753118
BW_THRESHOLD,600,trace_grey,solid,0.5,#c4c4c4,0.5,0.231373,0,0,0,1,1.74415,0,0,0.075656,0,0.0754063,0,0.0760749
BW_THRESHOLD,600,trace_grey,solid,0.75,#c4c4c4,0.75,0.231373,0,0,0,1,1.74415,0,0,0.0761009,0,0.0755657,0,0.0757983
BW_THRESHOLD,600,trace_grey,dashed,0.05,#c4c4c4,0.05,0.231373,0,0,0,1,1.74415,0,0,0.0752784,0,0.0751517,0,0.0751851
BW_THRESHOLD,600,trace_grey,dashed,0.1,#c4c4c4,0.1,0.231373,0,0,0,1,1.74415,0,0,0.0756739,0,0.0762563,0.000587889,0.075345
BW_THRESHOLD,600,trace_grey,dashed,0.18,#c4c4c4,0.18,0.231373,0,0,0,1,1.74415,0,0,0.0754294,0,0.0760173,0,0.0759955
BW_THRESHOLD,600,trace_grey,dashed,0.25,#c4c4c4,0.25,0.231373,0,0,0,1,1.74415,0,0,0.0760542,0,0.0758778,0,0.0754713
BW_THRESHOLD,600,trace_grey,dashed,0.35,#c4c4c4,0.35,0.231373,0,0,0,1,1.74415,0,0.000587889,0.0751184,0,0.0753202,0,0.0743741
BW_THRESHOLD,600,trace_grey,dashed,0.5,#c4c4c4,0.5,0.231373,0,0,0,1,1.74415,0,0,0.0750153,0,0.0755755,0,0.0754247
BW_THRESHOLD,600,trace_grey,dashed,0.75,#c4c4c4,0.75,0.231373,0,0,0,1,1.74415,0,0,0.0755447,0,0.0754915,0,0.0750601
HIGH_CONTRAST,150,black,solid,0.05,#000000,0.3,1,1,1,1,21,21,0.338667,1,0.935375,1,0.865124,1,0.806707
HIGH_CONTRAST,150,black,solid,0.1,#000000,0.3,1,1,1,1,21,21,0.296167,1,0.868992,1,0.766528,1,0.674176
HIGH_CONTRAST,150,black,solid,0.18,#000000,0.3,1,1,1,1,21,21,0.296831,1,0.868778,1,0.766728,1,0.674727
HIGH_CONTRAST,150,black,solid,0.25,#000000,0.3,1,1,1,1,21,21,0.296831,1,0.869601,1,0.767986,1,0.674835
HIGH_CONTRAST,150,black,solid,0.35,#000000,0.35,1,1,1,1,21,21,0.338667,1,0.917847,1,0.849716,1,0.785527
HIGH_CONTRAST,150,black,solid,0.5,#000000,0.5,1,1,1,1,21,21,0.508664,1,1,1,1,1,1
HIGH_CONTRAST,150,black,solid,0.75,#000000,0.75,1,1,1,1,21,21,0.762332,1,1,1,1,1,1
HIGH_CONTRAST,150,black,dashed,0.05,#000000,0.3,1,1,1,1,21,21,0.296831,1,0.867821,1,0.766086,1,0.673771
HIGH_CONTRAST,150,black,dashed,0.1,#000000,0.3,1,1,1,1,21,21,0.296831,1,0.871103,1,0.763686,1,0.675781
HIGH_CONTRAST,150,black,dashed,0.18,#000000,0.3,1,1,1,1,21,21,0.296831,1,0.865626,1,0.763232,1,0.668384
